chr	start	end	geneID	geneSymbol	symbol	NCMeanCnt	NCCountValid	NCadjPval	enrichSig	SigPeakValue	ovSig
chr19	1101993	1104492	NM_001039847	GPX4	promoter_37758	2.56121364053478	6	0	TRUE		
chr19	1102056	1104555	NM_001367832	GPX4	promoter_37759	2.64324299859254	6	0	TRUE		
chr19	1173769	1176268	NM_014963	SBNO2	promoter_37761	2.23987172455449	9	0	TRUE		
chr19	1131722	1134221	NM_001100122	SBNO2	promoter_37762	2.23385297968178	12	0	TRUE	5.59730716708893	TRUE
chr19	1237506	1240005	NM_152769	CBARP	promoter_37764	3.44932748537388	17	0	TRUE	6.10624915701422	TRUE
chr19	1239750	1242249	NM_001687	ATP5F1D	promoter_37765	1.61857144917113	5	0	TRUE	4.66685834141212	TRUE
chr19	1239750	1242249	NM_001687	ATP5F1D	promoter_37765	1.61857144917113	5	0	TRUE	4.66685834141212	TRUE
chr19	1239750	1242249	NM_001001975	ATP5F1D	promoter_37766	1.61857144917113	5	0	TRUE	4.66685834141212	TRUE
chr19	1239750	1242249	NM_001001975	ATP5F1D	promoter_37766	1.61857144917113	5	0	TRUE	4.66685834141212	TRUE
chr19	1246552	1249051	NM_177401	MIDN	promoter_37767	3.43960255820477	16	0	TRUE	6.7392084092554	TRUE
chr19	1269761	1272260	NR_027271	CIRBP-AS1	promoter_37768	3.39698837840244	14	0	TRUE	7.04050460891973	TRUE
chr19	1267267	1269766	NM_001280	CIRBP	promoter_37769	2.44396618412479	8	0	TRUE	4.43354451888748	TRUE
chr19	1267331	1269830	NR_023312	CIRBP	promoter_37770	2.59655364493587	8	0	TRUE	4.43354451888748	TRUE
chr19	1267331	1269830	NM_001300815	CIRBP	promoter_37771	2.59655364493587	8	0	TRUE	4.43354451888748	TRUE
chr19	1267331	1269830	NM_001300829	CIRBP	promoter_37772	2.59655364493587	8	0	TRUE	4.43354451888748	TRUE
chr19	1267331	1269830	NR_023313	CIRBP	promoter_37773	2.59655364493587	8	0	TRUE	4.43354451888748	TRUE
chr19	1273529	1276028	NM_017914	FAM174C	promoter_37774	3.35569404055981	17	0	TRUE	6.60932936772772	TRUE
chr19	1273529	1276028	NM_017914	FAM174C	promoter_37774	3.35569404055981	17	0	TRUE	6.60932936772772	TRUE
chr19	1352958	1355457	NM_001369797	PWWP3A	promoter_37776	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001369796	PWWP3A	promoter_37777	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001369795	PWWP3A	promoter_37778	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001369794	PWWP3A	promoter_37779	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001369789	PWWP3A	promoter_37780	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001369790	PWWP3A	promoter_37781	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001382410	PWWP3A	promoter_37782	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_032853	PWWP3A	promoter_37783	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NR_024247	PWWP3A	promoter_37784	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001382408	PWWP3A	promoter_37785	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001369793	PWWP3A	promoter_37786	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NR_168278	PWWP3A	promoter_37787	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NR_168276	PWWP3A	promoter_37788	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NR_168275	PWWP3A	promoter_37789	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NM_001382409	PWWP3A	promoter_37790	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NR_168277	PWWP3A	promoter_37791	2.11118634747761	6	0	TRUE		
chr19	1352958	1355457	NR_163148	PWWP3A	promoter_37792	2.11118634747761	6	0	TRUE		
chr19	1355418	1357917	NM_001369792	PWWP3A	promoter_37793	1.99424868890226	7	0	TRUE		
chr19	1355418	1357917	NR_163149	PWWP3A	promoter_37794	1.99424868890226	7	0	TRUE		
chr19	1401043	1403542	NM_000156	GAMT	promoter_37797	1.89464311360912	5	0	TRUE		
chr19	1401043	1403542	NM_138924	GAMT	promoter_37798	1.89464311360912	5	0.00351257171785353	TRUE		
chr19	1436395	1438894	NM_001018	RPS15	promoter_37804	2.09436387976932	9	0	TRUE		
chr19	1436395	1438894	NM_001308226	RPS15	promoter_37805	2.09436387976932	9	0	TRUE		
chr19	1478716	1481215	NM_152482	C19orf25	promoter_37808	2.77046570444101	9	0	TRUE		
chr19	1512520	1515019	NM_213604	ADAMTSL5	promoter_37812	1.75257668037871	7	0.00351257171785353	TRUE		
chr19	1522076	1524575	NM_001243079	PLK5	promoter_37814	2.90906960178203	9	0	TRUE		
chr19	1567559	1570058	NM_203304	MEX3D	promoter_37815	2.64056847350382	6	0	TRUE	4.68747758980129	TRUE
chr19	1567826	1570325	NM_001174118	MEX3D	promoter_37816	2.80572126209868	8	0	TRUE	4.68747758980129	TRUE
chr19	1815739	1818238	NR_031730	MIR1909	promoter_37829	2.09676740870712	8	0	TRUE		
chr19	1863080	1865579	NM_031918	KLF16	promoter_37831					3.28164021182556	TRUE
chr19	1903398	1905897	NM_001329540	SCAMP4	promoter_37834	2.63635081689163	11	0	TRUE	5.30852023613656	TRUE
chr19	1903398	1905897	NM_001329539	SCAMP4	promoter_37835	2.63635081689163	11	0	TRUE	5.30852023613656	TRUE
chr19	1903398	1905897	NM_001329533	ADAT3	promoter_37836	2.63635081689163	11	0	TRUE	5.30852023613656	TRUE
chr19	1903398	1905897	NM_079834	SCAMP4	promoter_37837	2.63635081689163	11	0	TRUE	5.30852023613656	TRUE
chr19	1903398	1905897	NM_138422	ADAT3	promoter_37838	2.63635081689163	11	0	TRUE	5.30852023613656	TRUE
chr19	1954050	1956549	NR_033400	CSNK1G2-AS1	promoter_37840	2.54834668374862	10	0	TRUE	4.58649336855881	TRUE
chr19	2015215	2017714	NM_017797	BTBD2	promoter_37841	2.46194042363284	13	0	TRUE		
chr19	2050745	2053244	NM_017572	MKNK2	promoter_37842	2.25340145843894	5	0	TRUE		
chr19	2050745	2053244	NM_199054	MKNK2	promoter_37843	2.25340145843894	5	0	TRUE		
chr19	2095827	2098326	NM_130807	MOB3A	promoter_37844	2.15805359288276	6	0	TRUE		
chr19	2094914	2097413	NM_001031735	IZUMO4	promoter_37845	2.40778776696608	9	0.00351257171785353	TRUE		
chr19	2094914	2097413	NM_001363588	IZUMO4	promoter_37846	2.40778776696608	9	0	TRUE		
chr19	2094914	2097413	NM_001039846	IZUMO4	promoter_37847	2.40778776696608	9	0	TRUE		
chr19	2151067	2153566	NM_003938	AP3D1	promoter_37848	2.18850349822128	8	0	TRUE	3.83004289743421	TRUE
chr19	2151067	2153566	NM_001261826	AP3D1	promoter_37849	2.18850349822128	8	0.00351257171785353	TRUE	3.83004289743421	TRUE
chr19	2151067	2153566	NM_001374799	AP3D1	promoter_37850	2.18850349822128	8	0	TRUE	3.83004289743421	TRUE
chr19	2161932	2164431	NM_032482	DOT1L	promoter_37851	2.33169318609103	6	0	TRUE		
chr19	2235830	2238329	NM_001300836	PLEKHJ1	promoter_37852	2.18729268823545	7	0.00667457613531605	TRUE		
chr19	2233650	2236149	NR_031596	MIR1227	promoter_37854	2.08174702621275	9	0.00351257171785353	TRUE		
chr19	2247322	2249821	NM_000479	AMH	promoter_37857	2.52723940897069	8	0	TRUE		
chr19	2267485	2269984	NM_001301020	OAZ1	promoter_37860	2.50275577469466	7	0.00968425541813671	TRUE		
chr19	2267485	2269984	NM_004152	OAZ1	promoter_37861	2.50275577469466	7	0	TRUE		
chr19	2281676	2284175	NM_198532	PEAK3	promoter_37862					3.86672027999387	TRUE
chr19	2427087	2429586	NM_012458	TIMM13	promoter_37871	1.83656382014795	6	0	TRUE		
chr19	2628714	2631213	NR_107004	MIR7850	promoter_37877	1.81081763255081	6	0	TRUE		
chr19	2865334	2867833	NM_001300843	ZNF556	promoter_37886	2.35818224458057	8	0	TRUE	4.36325614619663	TRUE
chr19	2865334	2867833	NM_024967	ZNF556	promoter_37887	2.35818224458057	8	0	TRUE	4.36325614619663	TRUE
chr19	2865334	2867833	NR_145838	ZNF556	promoter_37888	2.35818224458057	8	0	TRUE	4.36325614619663	TRUE
chr19	2898927	2901426	NM_173480	ZNF57	promoter_37889	2.32408747818664	5	0	TRUE	4.5346412530376	TRUE
chr19	2905107	2907606	NM_001319083	ZNF57	promoter_37890	2.21535444926278	9	0	TRUE		
chr19	2944472	2946971	NM_021217	ZNF77	promoter_37891	2.02844274949138	6	0	TRUE		
chr19	2975563	2978062	NM_024760	TLE6	promoter_37892	2.39844117269013	12	0	TRUE		
chr19	2975563	2978062	NR_138612	TLE6	promoter_37893	2.39844117269013	12	0	TRUE		
chr19	2975563	2978062	NM_001143986	TLE6	promoter_37894	2.39844117269013	12	0	TRUE		
chr19	3047136	3049635	NM_001144761	TLE2	promoter_37895	2.40886495899429	7	0	TRUE		
chr19	3029115	3031614	NM_001144762	TLE2	promoter_37896	2.6274133218084	8	0	TRUE		
chr19	3028781	3031280	NM_001300846	TLE2	promoter_37897	2.14675410173154	6	0.00968425541813671	TRUE		
chr19	3028781	3031280	NM_003260	TLE2	promoter_37898	2.14675410173154	6	0.00667457613531605	TRUE		
chr19	3064215	3066714	NR_031672	MIR1268A	promoter_37899	2.40056076495515	8	0	TRUE		
chr19	3061996	3064495	NM_001130	TLE5	promoter_37900	3.26776539164838	7	0	TRUE		
chr19	3061996	3064495	NM_198970	TLE5	promoter_37901	3.26776539164838	7	0	TRUE		
chr19	3062467	3064966	NM_198969	TLE5	promoter_37902	2.93420692697107	7	0	TRUE		
chr19	3092361	3094860	NM_002067	GNA11	promoter_37903	2.64926616116135	7	0	TRUE	4.67038774124822	TRUE
chr19	3357629	3360128	NM_001245005	NFIC	promoter_37912					5.49338880122639	TRUE
chr19	3357629	3360128	NM_205843	NFIC	promoter_37913					5.49338880122639	TRUE
chr19	3480026	3482525	NM_001136503	SMIM24	promoter_37917					5.17961741122707	TRUE
chr19	3520955	3523454	NM_001136197	FZR1	promoter_37921	2.38499576982546	8	0	TRUE		
chr19	3520955	3523454	NM_001136198	FZR1	promoter_37922	2.38499576982546	8	0	TRUE		
chr19	3537156	3539655	NM_001135580	C19orf71	promoter_37923	3.54674749599297	21	0	TRUE	6.18867764499149	TRUE
chr19	3557085	3559584	NM_001287529	MFSD12	promoter_37924	2.24756163436632	7	0	TRUE		
chr19	3557087	3559586	NM_174983	MFSD12	promoter_37925	2.24756163436632	7	0	TRUE		
chr19	3583477	3585976	NM_133261	GIPC3	promoter_37927	1.87302371522439	5	0	TRUE		
chr19	3606376	3608875	NM_201636	TBXA2R	promoter_37929	1.96354427160136	5	0	TRUE		
chr19	3626291	3628790	NM_001080543	CACTIN	promoter_37931	1.90334829255831	6	0	TRUE		
chr19	3626316	3628815	NM_021231	CACTIN	promoter_37932	1.90334829255831	6	0	TRUE		
chr19	3719736	3722235	NM_001267561	TJP3	promoter_37937	2.0109587525341	7	0	TRUE		
chr19	3970600	3973099	NM_001375658	DAPK3	promoter_37955	2.1657586834419	11	0	TRUE		
chr19	3970600	3973099	NM_001348	DAPK3	promoter_37956	2.1657586834419	11	0	TRUE		
chr19	3961013	3963512	NR_030367	MIR637	promoter_37957	2.61387999203163	13	0	TRUE		
chr19	3982073	3984572	NR_002602	SNORD37	promoter_37959	3.7320983929562	19	0	TRUE	5.52352015919382	TRUE
chr19	3982073	3984572	NR_002602	SNORD37	promoter_37959	3.7320983929562	19	0	TRUE	5.52352015919382	TRUE
chr19	4123623	4126122	NM_030662	MAP2K2	promoter_37963	2.19001987855582	5	0	TRUE	4.08018667489212	TRUE
chr19	4338328	4340827	NM_017720	STAP2	promoter_37987	1.90314583233058	7	0	TRUE		
chr19	4338328	4340827	NM_001013841	STAP2	promoter_37988	1.90314583233058	7	0	TRUE		
chr19	4341526	4344025	NM_001159846	MPND	promoter_37989					4.58888595955525	TRUE
chr1	114780186	114782685	NM_001102396	SIKE1	promoter_3799					4.00626589820978	TRUE
chr19	4341526	4344025	NM_032868	MPND	promoter_37990					4.58888595955525	TRUE
chr19	4341561	4344060	NM_001300862	MPND	promoter_37991					4.58888595955525	TRUE
chr19	4454802	4457301	NM_001171091	UBXN6	promoter_37996	2.55196218000412	7	0	TRUE	4.62669779596377	TRUE
chr19	4443977	4446476	NR_039901	MIR4746	promoter_37998	2.85656818439889	14	0	TRUE		
chr19	4470296	4472795	NM_001001520	HDGFL2	promoter_37999	2.03317051830499	7	0	TRUE		
chr1	114780186	114782685	NR_049742	SIKE1	promoter_3800					4.00626589820978	TRUE
chr19	4470296	4472795	NM_032631	HDGFL2	promoter_38000	2.03317051830499	7	0	TRUE		
chr19	4517987	4520486	NM_001367868	PLIN4	promoter_38002	2.26556754829992	8	0	TRUE		
chr19	4637515	4640014	NM_152362	TNFAIP8L1	promoter_38006	1.83232292640898	5	0	TRUE		
chr19	4723343	4725842	NM_001384623	DPP9	promoter_38009	1.66349738134103	7	0	TRUE		
chr1	114780186	114782685	NR_049741	SIKE1	promoter_3801					4.00626589820978	TRUE
chr19	4723343	4725842	NM_001384629	DPP9	promoter_38010	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NR_169286	DPP9	promoter_38011	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384618	DPP9	promoter_38012	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384619	DPP9	promoter_38013	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_139159	DPP9	promoter_38014	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NR_169284	DPP9	promoter_38015	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384625	DPP9	promoter_38017	1.66349738134103	7	0.00351257171785353	TRUE		
chr19	4723343	4725842	NR_169290	DPP9	promoter_38018	1.66349738134103	7	0.00968425541813671	TRUE		
chr19	4723343	4725842	NR_169285	DPP9	promoter_38019	1.66349738134103	7	0	TRUE		
chr1	114780186	114782685	NM_025073	SIKE1	promoter_3802					4.00626589820978	TRUE
chr19	4723343	4725842	NR_169283	DPP9	promoter_38021	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384620	DPP9	promoter_38023	1.66349738134103	7	0.00351257171785353	TRUE		
chr19	4723343	4725842	NM_001384626	DPP9	promoter_38025	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384617	DPP9	promoter_38027	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NR_169291	DPP9	promoter_38028	1.66349738134103	7	0.00351257171785353	TRUE		
chr19	4723343	4725842	NM_001384621	DPP9	promoter_38029	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384630	DPP9	promoter_38030	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NR_169289	DPP9	promoter_38031	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384612	DPP9	promoter_38034	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384615	DPP9	promoter_38035	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384627	DPP9	promoter_38036	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384624	DPP9	promoter_38037	1.66349738134103	7	0	TRUE		
chr19	4677281	4679780	NR_164163	DPP9-AS1	promoter_38039	2.99944359685324	16	0	TRUE	5.58964014387926	TRUE
chr19	4723343	4725842	NM_001384634	DPP9	promoter_38041	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384633	DPP9	promoter_38042	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384632	DPP9	promoter_38043	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001365987	DPP9	promoter_38044	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384616	DPP9	promoter_38045	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384638	DPP9	promoter_38046	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NR_169288	DPP9	promoter_38047	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NR_169292	DPP9	promoter_38048	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384635	DPP9	promoter_38049	1.66349738134103	7	0	TRUE		
chr19	4723343	4725842	NM_001384636	DPP9	promoter_38050	1.66349738134103	7	0	TRUE		
chr19	4831213	4833712	NM_182919	TICAM1	promoter_38054					5.39358591803553	TRUE
chr19	4831213	4833712	NM_001385678	TICAM1	promoter_38055					5.39358591803553	TRUE
chr19	4831213	4833712	NM_001385679	TICAM1	promoter_38056					5.39358591803553	TRUE
chr19	4831213	4833712	NM_001385680	TICAM1	promoter_38057					5.39358591803553	TRUE
chr19	4867168	4869667	NM_001164189	PLIN3	promoter_38058	1.58745027500105	6	0	TRUE		
chr19	4867168	4869667	NM_001164194	PLIN3	promoter_38059	1.58745027500105	6	0	TRUE		
chr19	4867168	4869667	NM_005817	PLIN3	promoter_38060	1.58745027500105	6	0	TRUE		
chr19	4967112	4969611	NM_015015	KDM4B	promoter_38069	2.20198712467083	5	0	TRUE		
chr19	4967112	4969611	NM_001370093	KDM4B	promoter_38071	2.20198712467083	5	0.00351257171785353	TRUE		
chr19	5340313	5342812	NM_130855	PTPRS	promoter_38072	2.50615307233395	9	0	TRUE		
chr19	5340313	5342812	NM_002850	PTPRS	promoter_38073	2.50615307233395	9	0	TRUE		
chr19	5340313	5342812	NM_130854	PTPRS	promoter_38074	2.50615307233395	9	0	TRUE		
chr19	5340313	5342812	NM_130853	PTPRS	promoter_38075	2.50615307233395	9	0	TRUE		
chr19	5567535	5570034	NR_027064	TINCR	promoter_38077					6.19291946810651	TRUE
chr19	5621082	5623581	NM_001201340	SAFB	promoter_38079					4.95435948898801	TRUE
chr19	5621082	5623581	NM_002967	SAFB	promoter_38080					4.95435948898801	TRUE
chr19	5621082	5623581	NM_001201339	SAFB	promoter_38081					4.95435948898801	TRUE
chr19	5621082	5623581	NM_001201338	SAFB	promoter_38082					4.95435948898801	TRUE
chr19	5621082	5623581	NM_001320572	SAFB	promoter_38083					4.95435948898801	TRUE
chr19	5621082	5623581	NM_001320571	SAFB	promoter_38084					4.95435948898801	TRUE
chr19	5679026	5681525	NM_198708	HSD11B1L	promoter_38088					3.68609865063529	TRUE
chr19	5679026	5681525	NM_198707	HSD11B1L	promoter_38089					3.68609865063529	TRUE
chr19	5679026	5681525	NM_198533	HSD11B1L	promoter_38090					3.68609865063529	TRUE
chr19	5679026	5681525	NM_001267871	HSD11B1L	promoter_38091					3.68609865063529	TRUE
chr19	5679026	5681525	NM_198706	HSD11B1L	promoter_38092					3.68609865063529	TRUE
chr19	5679026	5681525	NM_198705	HSD11B1L	promoter_38093					3.68609865063529	TRUE
chr19	5679026	5681525	NM_198704	HSD11B1L	promoter_38094					3.68609865063529	TRUE
chr19	5679026	5681525	NM_001267870	HSD11B1L	promoter_38095	1.61586086459987	5	0.00351257171785353	TRUE	3.68609865063529	TRUE
chr19	5679026	5681525	NM_001267869	HSD11B1L	promoter_38096					3.68609865063529	TRUE
chr19	5679026	5681525	NM_001267868	HSD11B1L	promoter_38097	1.61586086459987	5	0	TRUE	3.68609865063529	TRUE
chr19	5688294	5690793	NM_015414	RPL36	promoter_38098	1.91634701766233	6	0.00968425541813671	TRUE		
chr19	5688294	5690793	NM_033643	RPL36	promoter_38099	1.91634701766233	6	0.00968425541813671	TRUE		
chr19	5784247	5786746	NM_001134316	PRR22	promoter_38105					4.78962010411627	TRUE
chr19	5790664	5793163	NM_001161619	DUS3L	promoter_38106					4.402580855229	TRUE
chr19	5790664	5793163	NM_020175	DUS3L	promoter_38107					4.402580855229	TRUE
chr19	5850950	5853449	NM_001097641	FUT3	promoter_38119	2.5556125027789	7	0	TRUE		
chr19	5850950	5853449	NM_001097639	FUT3	promoter_38120	2.5556125027789	7	0	TRUE		
chr19	5850950	5853449	NM_001097640	FUT3	promoter_38121	2.5556125027789	7	0	TRUE		
chr19	5850950	5853449	NM_000149	FUT3	promoter_38122	2.5556125027789	7	0	TRUE		
chr19	5850950	5853449	NM_001382744	FUT3	promoter_38123	2.5556125027789	7	0	TRUE		
chr19	5850950	5853449	NM_001374740	FUT3	promoter_38130	2.5556125027789	7	0	TRUE		
chr19	5912253	5914752	NM_004058	CAPS	promoter_38137	2.39618292900443	12	0	TRUE	4.85462868543308	TRUE
chr19	5912253	5914752	NM_080590	CAPS	promoter_38138	2.39618292900443	12	0	TRUE	4.85462868543308	TRUE
chr1	115639969	115642468	NM_001172411	VANGL1	promoter_3814	1.74331624378244	5	0.00351257171785353	TRUE	4.98202156713219	TRUE
chr19	5977641	5980140	NM_007320	RANBP3	promoter_38141	2.03971068636877	5	0	TRUE		
chr19	6110001	6112500	NM_134433	RFX2	promoter_38144	2.19860317844865	6	0.00968425541813671	TRUE	5.14708192440564	TRUE
chr19	6110001	6112500	NM_000635	RFX2	promoter_38145	2.19860317844865	6	0.00968425541813671	TRUE	5.14708192440564	TRUE
chr1	115639969	115642468	NM_138959	VANGL1	promoter_3815	1.74331624378244	5	0.00351257171785353	TRUE	4.98202156713219	TRUE
chr19	6370793	6373292	NM_032306	ALKBH7	promoter_38155	3.1597287639969	14	0	TRUE		
chr19	6375417	6377916	NM_004158	PSPN	promoter_38156	3.1629332063756	19	0	TRUE		
chr19	6392665	6395164	NM_002096	GTF2F1	promoter_38157	2.18516897305992	11	0.00351257171785353	TRUE		
chr1	115640628	115643127	NM_001172412	VANGL1	promoter_3816					4.98202156713219	TRUE
chr19	6424312	6426811	NM_001366299	KHSRP	promoter_38161	2.85707856958495	10	0	TRUE		
chr19	6424312	6426811	NM_003685	KHSRP	promoter_38162	2.85707856958495	10	0	TRUE		
chr19	6424312	6426811	NM_001366300	KHSRP	promoter_38163	2.85707856958495	10	0	TRUE		
chr19	6416012	6418511	NR_037505	MIR3940	promoter_38164	2.32778516000488	11	0	TRUE	4.66920777006828	TRUE
chr19	6529025	6531524	NM_003811	TNFSF9	promoter_38180	2.50110746017907	10	0	TRUE	5.67117706018799	TRUE
chr19	6770707	6773206	NM_001258207	VAV1	promoter_38195	1.53010471853898	5	0	TRUE		
chr19	6770707	6773206	NM_001258206	VAV1	promoter_38196	1.53010471853898	5	0	TRUE		
chr19	6770707	6773206	NM_005428	VAV1	promoter_38197	1.53010471853898	5	0.00351257171785353	TRUE		
chr1	115976777	115979276	NR_125970	LOC101928977	promoter_3821	2.62675779762839	15	0	TRUE		
chr19	7293915	7296414	NM_000208	INSR	promoter_38213	2.16003198480374	6	0	TRUE		
chr19	7293915	7296414	NM_001079817	INSR	promoter_38214	2.16003198480374	6	0	TRUE		
chr19	7488536	7491035	NM_001270539	PEX11G	promoter_38219	2.54058871864988	12	0	TRUE	4.20753227787482	TRUE
chr1	115974512	115977011	NM_018420	SLC22A15	promoter_3822					3.44584209164723	TRUE
chr19	7488901	7491400	NM_001300881	PEX11G	promoter_38220	2.55530029470611	10	0	TRUE		
chr19	7488536	7491035	NM_080662	PEX11G	promoter_38221	2.54058871864988	12	0	TRUE	4.20753227787482	TRUE
chr19	7514102	7516601	NM_018083	ZNF358	promoter_38223	2.50470476779459	9	0	TRUE		
chr19	7520623	7523122	NM_020533	MCOLN1	promoter_38224	2.37251730949641	7	0	TRUE		
chr19	7532163	7534662	NM_006702	PNPLA6	promoter_38225	2.51987423296073	10	0	TRUE		
chr19	7532241	7534740	NM_001166112	PNPLA6	promoter_38226	2.51987423296073	10	0	TRUE		
chr19	7532738	7535237	NM_001166111	PNPLA6	promoter_38227	2.44093729797904	9	0	TRUE		
chr19	7532749	7535248	NM_001166113	PNPLA6	promoter_38228	2.44093729797904	9	0	TRUE		
chr19	7615438	7617937	NR_106850	MIR6792	promoter_38232	2.82781930673332	16	0	TRUE		
chr19	7632493	7634992	NM_001271830	PCP2	promoter_38236	1.61621167026354	7	0	TRUE		
chr19	7701647	7704146	NM_002002	FCER2	promoter_38251	1.86991878348817	5	0	TRUE	3.99505050891082	TRUE
chr19	7701632	7704131	NM_001220500	FCER2	promoter_38252	1.86052579238113	5	0	TRUE	3.99505050891082	TRUE
chr1	116381369	116383868	NM_001160234	ATP1A1	promoter_3826	1.86932747829109	6	0	TRUE		
chr1	116418123	116420622	NR_027646	ATP1A1-AS1	promoter_3827	1.84450809785454	8	0	TRUE		
chr19	7828217	7830716	NM_001159944	EVI5L	promoter_38276	2.05584937854733	5	0	TRUE		
chr1	116418076	116420575	NR_027645	ATP1A1-AS1	promoter_3828	1.84450809785454	8	0	TRUE		
chr19	7912829	7915328	NM_001195259	TGFBR3L	promoter_38287	2.94200882840174	14	0	TRUE		
chr19	7918337	7920836	NM_003083	SNAPC2	promoter_38288	2.81269345230871	13	0	TRUE		
chr19	7919014	7921513	NR_030717	SNAPC2	promoter_38289	2.31060134982042	7	0	TRUE		
chr1	116418076	116420575	NR_024124	ATP1A1-AS1	promoter_3829	1.84450809785454	8	0	TRUE		
chr19	7925636	7928135	NM_206833	CTXN1	promoter_38290	2.62201762280254	14	0	TRUE	4.3308737583072	TRUE
chr19	8207369	8209868	NM_024552	CERS4	promoter_38297	2.2293727137403	6	0	TRUE		
chr1	116418084	116420583	NR_024125	ATP1A1-AS1	promoter_3830	1.84450809785454	8	0	TRUE		
chr19	8362154	8364653	NM_001039667	ANGPTL4	promoter_38304	2.08487308361924	10	0.00667457613531605	TRUE		
chr19	8362154	8364653	NM_139314	ANGPTL4	promoter_38305	2.08487308361924	10	0.00351257171785353	TRUE		
chr19	8362154	8364653	NR_104213	ANGPTL4	promoter_38306	2.08487308361924	10	0.00667457613531605	TRUE		
chr19	8390192	8392691	NR_038237	RAB11B-AS1	promoter_38307	2.5789102821565	15	0	TRUE		
chr19	8388881	8391380	NR_049795	MIR4999	promoter_38308	1.73996001300855	6	0	TRUE		
chr1	116418060	116420559	NR_024126	ATP1A1-AS1	promoter_3831	1.84450809785454	8	0	TRUE		
chr19	8416351	8418850	NM_001369779	MARCHF2	promoter_38317	2.47658226115932	8	0	TRUE		
chr19	8442974	8445473	NM_001297418	HNRNPM	promoter_38318	2.14621328196361	7	0	TRUE		
chr19	8442974	8445473	NM_005968	HNRNPM	promoter_38319	2.14621328196361	7	0.00351257171785353	TRUE		
chr19	8513668	8516167	NM_001146175	ZNF414	promoter_38322	2.52800135209913	14	0	TRUE	5.31824133039619	TRUE
chr19	8513668	8516167	NM_032370	ZNF414	promoter_38323	2.52800135209913	14	0	TRUE	5.31824133039619	TRUE
chr19	8610216	8612715	NM_030957	ADAMTS10	promoter_38327					4.5529611105779	TRUE
chr19	8821564	8824063	NM_001304350	ZNF558	promoter_38334	1.91659416761969	5	0	TRUE		
chr19	8980843	8983342	NM_024690	MUC16	promoter_38336					5.05380770033467	TRUE
chr19	9126451	9128950	NM_001001958	OR7G3	promoter_38340					5.19022087824147	TRUE
chr19	9322694	9325193	NM_001202425	ZNF559-ZNF177	promoter_38358	2.20669790011484	9	0	TRUE		
chr1	116667256	116669755	NM_001542	IGSF3	promoter_3838	2.60194305243724	9	0	TRUE	4.86594745206549	TRUE
chr1	116667234	116669733	NM_001007237	IGSF3	promoter_3839	2.60194305243724	9	0	TRUE	4.86594745206549	TRUE
chr1	116669745	116672244	NR_031564	MIR320B1	promoter_3840					3.89870293882083	TRUE
chr19	9674601	9677100	NM_001130031	ZNF562	promoter_38404	1.63960602366182	7	0.00351257171785353	TRUE		
chr19	9674601	9677100	NM_017656	ZNF562	promoter_38405	1.63960602366182	7	0.00667457613531605	TRUE		
