chr	start	end	geneID	geneSymbol	symbol	width	NCmeanCnt	NCsig	NCunique	TCmeanCnt	TCsig	TCunique	LTmeanCnt	LTsig	LTunique
chr17	75751468	75765192	NM_001381985	GALK1	genebody_73882	13724	2.10155756168582	TRUE	TRUE	1.38847781187463			1.54943294906479		
chr17	75784838	75794198	NR_038131	UNK	genebody_28915	9360	2.29827070554039	TRUE	TRUE	1.79022086085957			1.96015912849197	TRUE	
chr17	75827225	75844404	NM_199242	UNC13D	genebody_56062	17179	2.1696449990686	TRUE	TRUE	1.56316457180552			1.53313521245516		
chr17	75845698	75856436	NM_001348170	WBP2	genebody_34281	10738	2.26821350310997	TRUE	TRUE	1.64100616625015			1.72027121676152		
chr17	75845698	75855335	NM_012478	WBP2	genebody_43381	9637	2.36041873874944	TRUE	TRUE	1.6736691089814			1.76175768432097	TRUE	
chr17	75941510	75979166	NM_007292	ACOX1	genebody_14174	37656	1.6417759063929			1.60499667982851			2.11663620070832	TRUE	TRUE
chr17	75941510	75979166	NM_001185039	ACOX1	genebody_35016	37656	1.6417759063929			1.60499667982851			2.11663620070832	TRUE	TRUE
chr17	76389455	76453152	NM_022066	UBE2O	genebody_75735	63697	2.00439921678467	TRUE	TRUE	1.54617676690595			1.69341578649225		
chr17	76470892	76501427	NM_024599	RHBDF2	genebody_75442	30535	2.31854917440443	TRUE	TRUE	1.71829858122846			1.64778915561804		
chr17	76470895	76501423	NM_001376229	RHBDF2	genebody_51080	30528	2.31854917440443	TRUE	TRUE	1.71829858122846			1.64778915561804		
chr17	76470895	76501423	NM_001005498	RHBDF2	genebody_57036	30528	2.31854917440443	TRUE	TRUE	1.71829858122846			1.64778915561804		
chr17	76470895	76501423	NR_164786	RHBDF2	genebody_84657	30528	2.31854917440443	TRUE	TRUE	1.71829858122846			1.64778915561804		
chr17	76470895	76501423	NR_164787	RHBDF2	genebody_84658	30528	2.31854917440443	TRUE	TRUE	1.71829858122846			1.64778915561804		
chr17	76527585	76545376	NR_033357	PRCD	genebody_28971	17791	2.43899895970176	TRUE	TRUE	1.68026027051967			1.77040550259138		
chr17	76540043	76545376	NM_001077620	PRCD	genebody_66932	5333	2.10840273841153	TRUE	TRUE	1.36534173518708			1.61965353833157		
chr17	76672550	76710965	NM_001008528	MXRA7	genebody_56685	38415	2.58650539626857	TRUE	TRUE	1.6922660417461			1.60787948080432		
chr17	76679568	76709597	NR_130926	MXRA7	genebody_32301	30029	2.67293448713633	TRUE	TRUE	1.71620432274496			1.63520274596859		
chr17	76726040	76733880	NM_001378351	METTL23	genebody_59936	7840	2.20283274878447	TRUE	TRUE	1.88977726868053			1.9631751114097	TRUE	
chr17	76726829	76733881	NM_001206983	METTL23	genebody_3180	7052	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	76726829	76733881	NM_001206986	METTL23	genebody_24343	7052	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403		
chr17	76726829	76733881	NM_001206984	METTL23	genebody_24345	7052	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	76726829	76733881	NM_001302703	METTL23	genebody_37496	7052	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	76726829	76733881	NM_001302704	METTL23	genebody_57124	7052	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	76726838	76733880	NM_001080510	METTL23	genebody_33377	7042	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	76726838	76733880	NM_001378354	METTL23	genebody_59933	7042	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	76726838	76733880	NM_001378353	METTL23	genebody_59934	7042	2.24052159560662	TRUE	TRUE	1.90912370259308			1.98427063215403	TRUE	
chr17	77088684	77217099	NM_001204408	SEC14L1	genebody_26347	128415	2.36256104097412	TRUE	TRUE	1.89667693019338			1.8210937277944		
chr17	77088684	77217099	NM_001204410	SEC14L1	genebody_59433	128415	2.36256104097412	TRUE	TRUE	1.89667693019338			1.8210937277944		
chr17	77140968	77217099	NM_001143998	SEC14L1	genebody_15768	76131	2.52463824397705	TRUE	TRUE	1.97880358168896			1.84534660461138		
chr17	77140968	77217099	NM_001143999	SEC14L1	genebody_41199	76131	2.52463824397705	TRUE	TRUE	1.97880358168896			1.84534660461138		
chr17	77140968	77217099	NM_003003	SEC14L1	genebody_66755	76131	2.52463824397705	TRUE	TRUE	1.97880358168896			1.84534660461138		
chr17	77140968	77217099	NM_001039573	SEC14L1	genebody_72922	76131	2.52463824397705	TRUE	TRUE	1.97880358168896			1.84534660461138		
chr17	77185212	77217099	NM_001144001	SEC14L1	genebody_75457	31887	2.29039518024304	TRUE	TRUE	1.74720971424062			1.6458458718348		
chr17	77281498	77500593	NM_001293695	SEPTIN9	genebody_5227	219095	2.73647316625352	TRUE	TRUE	1.96722173969786			2.04449018842256	TRUE	
chr17	77281498	77500593	NM_001113491	SEPTIN9	genebody_38133	219095	2.73647316625352	TRUE	TRUE	1.96722173969786			2.04449018842256	TRUE	
chr17	77287890	77500596	NM_001113492	SEPTIN9	genebody_1248	212706	2.76002493452492	TRUE	TRUE	1.98079671886329			2.05500746332887	TRUE	
chr17	77319514	77500596	NM_006640	SEPTIN9	genebody_16623	181082	2.90651804762365	TRUE	TRUE	2.03376869574002			2.09691780267605	TRUE	
chr17	77373336	77500593	NM_001113493	SEPTIN9	genebody_54947	127257	3.08756522034057	TRUE	TRUE	2.10732453454544			2.09647307809298	TRUE	
chr17	77376082	77500596	NM_001113494	SEPTIN9	genebody_49363	124514	3.11510242534458	TRUE	TRUE	2.10881029263453			2.10546625660297	TRUE	
chr17	77405076	77500593	NM_001293696	SEPTIN9	genebody_5226	95517	3.05625006481486	TRUE	TRUE	2.09955818825801			2.11862208658703	TRUE	
chr17	77450748	77500593	NM_001113496	SEPTIN9	genebody_44261	49845	2.99237249956866	TRUE	TRUE	2.04938047376912			2.09796196524361	TRUE	
chr17	77451483	77500593	NM_001293697	SEPTIN9	genebody_67285	49110	3.00598669183294	TRUE	TRUE	2.05864025726114			2.1099966768259	TRUE	
chr17	77454026	77500593	NM_001293698	SEPTIN9	genebody_67284	46567	3.05825507699527	TRUE	TRUE	2.09023004064546			2.12537445117649	TRUE	
chr17	77475634	77500593	NM_001113495	SEPTIN9	genebody_49362	24959	2.86566598943529	TRUE	TRUE	1.73352447152303			1.85014198480718		
chr17	78107396	78128755	NM_001127198	TMC6	genebody_19363	21359	2.92276813422304	TRUE	TRUE	1.79459847754441			1.65255073263501		
chr17	78108774	78128755	NM_001374593	TMC6	genebody_899	19981	2.91415068339726	TRUE	TRUE	1.81254805820042			1.61802182597613		
chr17	78108774	78128755	NM_001374596	TMC6	genebody_7395	19981	2.91415068339726	TRUE	TRUE	1.81254805820042			1.61802182597613		
chr17	78108774	78128755	NM_001374594	TMC6	genebody_21498	19981	2.91415068339726	TRUE	TRUE	1.81254805820042			1.61802182597613		
chr17	78112917	78132427	NM_007267	TMC6	genebody_34366	19510	2.74613390874784	TRUE	TRUE	1.78055878932836			1.49873938422794		
chr17	78112917	78128794	NM_001321185	TMC6	genebody_40506	15877	2.93815206626815	TRUE	TRUE	1.9136896200411			1.63659872760518		
chr17	78187316	78197560	NR_027083	AFMID	genebody_29054	10244	2.45934349012334	TRUE	TRUE	1.9441199585769			2.25922791867444	TRUE	
chr17	78378648	78424659	NR_110601	PGS1	genebody_23273	46011	2.40183709123174	TRUE	TRUE	1.93195937523623			1.99011206837099	TRUE	
chr17	78378648	78424659	NR_111989	PGS1	genebody_27764	46011	2.40183709123174	TRUE	TRUE	1.93195937523623			1.99011206837099	TRUE	
chr17	78674046	78736902	NM_001365040	CYTH1	genebody_75021	62856	2.12489377585561	TRUE	TRUE	1.70372066367334			1.87593724347081		
chr17	78787380	78840814	NM_001385173	USP36	genebody_87810	53434	2.1004957674553	TRUE	TRUE	1.50056690933068			1.64875794338935		
chr17	78787380	78840814	NR_169582	USP36	genebody_87947	53434	2.1004957674553	TRUE	TRUE	1.50056690933068			1.64875794338935		
chr17	78787380	78840814	NR_169584	USP36	genebody_87948	53434	2.1004957674553	TRUE	TRUE	1.50056690933068			1.64875794338935		
chr17	78795651	78841439	NM_001385176	USP36	genebody_87821	45788	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NM_001321291	USP36	genebody_87813	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NM_001385170	USP36	genebody_87814	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NM_001385171	USP36	genebody_87815	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NM_001385172	USP36	genebody_87816	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NM_001385178	USP36	genebody_87819	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NR_169581	USP36	genebody_87949	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NR_169583	USP36	genebody_87950	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78795651	78840814	NR_169585	USP36	genebody_87951	45163	2.00225143668124	TRUE	TRUE	1.46494092135241			1.62443718950697		
chr17	78852976	78925387	NM_003255	TIMP2	genebody_26853	72411	3.05932817093166	TRUE	TRUE	1.87135837228519			1.79523288121205		
chr17	78890578	78903201	NM_001243541	CEP295NL	genebody_38955	12623	3.42155855965095	TRUE	TRUE	1.86764141376049			1.73612592832908		
chr17	78890578	78903201	NM_001243540	CEP295NL	genebody_68590	12623	3.42155855965095	TRUE	TRUE	1.86764141376049			1.73612592832908		
chr17	78971254	78979923	NM_005567	LGALS3BP	genebody_80668	8669	2.4957961442946	TRUE	TRUE	1.60981268132711			1.40271729320894		
chr17	78991715	79009764	NM_138793	CANT1	genebody_10295	18049	2.86901155797629	TRUE	TRUE	2.1260422866094			1.74110193602457		
chr17	78991715	79009764	NM_001159773	CANT1	genebody_30467	18049	2.86901155797629	TRUE	TRUE	2.1260422866094			1.74110193602457		
chr17	78991715	79009764	NM_001159772	CANT1	genebody_30468	18049	2.86901155797629	TRUE	TRUE	2.1260422866094			1.74110193602457		
chr17	79019208	79027655	NR_040019	C1QTNF1-AS1	genebody_324	8447	2.04840408142868	TRUE	TRUE	1.59957247624833			1.07441730684436		
chr17	79022933	79049788	NM_153372	C1QTNF1	genebody_75185	26855	2.47028235615792	TRUE	TRUE	1.61303778123823			1.46148814412319		
chr17	79024168	79049788	NM_198594	C1QTNF1	genebody_18764	25620	2.44107690632823	TRUE	TRUE	1.60056432779255			1.4727432353472		
chr17	79024168	79049788	NM_030968	C1QTNF1	genebody_80683	25620	2.44107690632823	TRUE	TRUE	1.60056432779255			1.4727432353472		
chr17	79025624	79049788	NR_049769	C1QTNF1	genebody_82313	24164	2.46615536611069	TRUE	TRUE	1.60972457677371			1.50683836452324		
chr17	79034298	79049788	NM_198593	C1QTNF1	genebody_18765	15490	2.25043284740426	TRUE	TRUE	1.46860323278695			1.48161484234093		
chr17	79074823	79088599	NM_001042573	ENGASE	genebody_77989	13776	2.27641742543647	TRUE	TRUE	1.43676880475571			1.44464746395217		
chr17	79792131	79797077	NM_020649	CBX8	genebody_78209	4946	1.92937427603917	TRUE	TRUE	1.36238732178809			1.47227678763927		
chr17	79932342	80035872	NM_019020	TBC1D16	genebody_42668	103530	2.35416605162748	TRUE	TRUE	1.70512254878544			1.76277257490972		
chr17	79932342	79950853	NM_001271844	TBC1D16	genebody_38957	18511	2.58065541775787	TRUE	TRUE	1.55827204542393			1.59652926827891		
chr17	79932342	79950853	NM_001271845	TBC1D16	genebody_38958	18511	2.58065541775787	TRUE	TRUE	1.55827204542393			1.59652926827891		
chr17	80036631	80090821	NM_001243342	CCDC40	genebody_33016	54190	1.85052569212246	TRUE	TRUE	1.39416433601595			1.52152144312443		
chr17	80036641	80100613	NM_017950	CCDC40	genebody_39590	63972	1.83973508709872	TRUE	TRUE	1.38397024833482			1.52508695785854		
chr17	80036641	80069416	NM_001330508	CCDC40	genebody_51370	32775	1.99270269664914	TRUE	TRUE	1.46958532076766			1.57037905850155		
chr17	80544837	80966368	NM_001163034	RPTOR	genebody_46913	421531	2.18132035963349	TRUE	TRUE	1.52033122394583			1.56825075197218		
chr17	80544837	80966368	NM_020761	RPTOR	genebody_76665	421531	2.18132035963349	TRUE	TRUE	1.52033122394583			1.56825075197218		
chr17	81035150	81117434	NM_001144888	BAIAP2	genebody_13355	82284	2.5848609654521	TRUE	TRUE	1.56709263518157			1.74442145371831		
chr17	81035150	81117434	NM_006340	BAIAP2	genebody_63287	82284	2.5848609654521	TRUE	TRUE	1.56709263518157			1.74442145371831		
chr17	81035150	81117434	NM_017451	BAIAP2	genebody_73808	82284	2.5848609654521	TRUE	TRUE	1.56709263518157			1.74442145371831		
chr17	81035150	81117434	NM_001385127	BAIAP2	genebody_87839	82284	2.5848609654521	TRUE	TRUE	1.56709263518157			1.74442145371831		
chr17	81035150	81117434	NM_001385129	BAIAP2	genebody_87840	82284	2.5848609654521	TRUE	TRUE	1.56709263518157			1.74442145371831		
chr17	81035150	81116225	NM_001385128	BAIAP2	genebody_87832	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NM_001385130	BAIAP2	genebody_87833	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NM_001385135	BAIAP2	genebody_87834	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NM_001385136	BAIAP2	genebody_87835	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NM_001385141	BAIAP2	genebody_87837	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NM_001385145	BAIAP2	genebody_87838	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NR_169574	BAIAP2	genebody_87955	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NR_169577	BAIAP2	genebody_87956	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81116225	NR_169579	BAIAP2	genebody_87957	81075	2.58993632954063	TRUE	TRUE	1.56139088684508			1.74272687482954		
chr17	81035150	81110513	NM_001385132	BAIAP2	genebody_87823	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385133	BAIAP2	genebody_87824	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385134	BAIAP2	genebody_87825	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385137	BAIAP2	genebody_87826	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385139	BAIAP2	genebody_87827	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385140	BAIAP2	genebody_87828	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385144	BAIAP2	genebody_87829	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NM_001385148	BAIAP2	genebody_87831	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NR_169575	BAIAP2	genebody_87952	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NR_169576	BAIAP2	genebody_87953	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81035150	81110513	NR_169578	BAIAP2	genebody_87954	75363	2.64102462848266	TRUE	TRUE	1.59866406205206			1.7619811645349		
chr17	81057733	81116225	NM_001385147	BAIAP2	genebody_87959	58492	2.40519167508628	TRUE	TRUE	1.43956126139883			1.69834697802555		
chr17	81057733	81110513	NM_001385149	BAIAP2	genebody_87841	52780	2.45616664592401	TRUE	TRUE	1.47821133831923			1.7204026022601		
chr17	81057733	81110513	NR_169580	BAIAP2	genebody_87958	52780	2.45616664592401	TRUE	TRUE	1.47821133831923			1.7204026022601		
chr17	81082988	81116225	NM_001385150	BAIAP2	genebody_87844	33237	2.29218361778053	TRUE	TRUE	1.34554873519204			1.63924173276903		
chr17	81082988	81116225	NM_001385154	BAIAP2	genebody_87846	33237	2.29218361778053	TRUE	TRUE	1.34554873519204			1.63924173276903		
chr17	81082988	81116225	NM_001385155	BAIAP2	genebody_87847	33237	2.29218361778053	TRUE	TRUE	1.34554873519204			1.63924173276903		
chr17	81082988	81110513	NM_001385152	BAIAP2	genebody_87842	27525	2.36229911045249	TRUE	TRUE	1.39699157913384			1.6674705258236		
chr17	81083538	81116225	NM_001385156	BAIAP2	genebody_87849	32687	2.28122711944328	TRUE	TRUE	1.3380267760432			1.64840951495303		
chr17	81083538	81110513	NM_001385153	BAIAP2	genebody_87848	26975	2.35058769563675	TRUE	TRUE	1.38902482514117			1.67920103520321		
chr17	81117295	81131948	NM_004920	AATK	genebody_5171	14653	2.13456368285577	TRUE	TRUE	1.18402898572332			1.27956982431193		
chr17	81244810	81295307	NM_001037984	SLC38A10	genebody_34563	50497	2.31933401875923	TRUE	TRUE	1.5009711333658			1.84945852537667		
chr17	81250870	81295307	NM_138570	SLC38A10	genebody_10720	44437	2.30783043261388	TRUE	TRUE	1.50818449076679			1.84654879283856		
chr17	81302823	81309248	NR_038080	LINC00482	genebody_29180	6425	2.74782791220303	TRUE	TRUE	1.70449799470205			1.81317166829987		
chr17	81375437	81385382	NR_164137	LOC100130370	genebody_80907	9945	2.22221134672152	TRUE	TRUE	1.30714018599575			1.33954657573934		
chr17	81395456	81466331	NM_001291324	BAHCC1	genebody_3874	70875	2.46777574202763	TRUE	TRUE	1.50997965508501			1.38876205610388		
chr17	81395456	81466331	NM_001377448	BAHCC1	genebody_52355	70875	2.46777574202763	TRUE	TRUE	1.50997965508501			1.38876205610388		
chr17	81556884	81577433	NR_130139	NPLOC4	genebody_49404	20549	2.07431706670244	TRUE	TRUE	1.5912335779342			1.852698495427		
chr17	81684010	81702121	NM_004712	HGS	genebody_35583	18111	2.30640612764584	TRUE	TRUE	1.40193244981573			1.63505710820947		
chr17	81843165	81860535	NM_000918	P4HB	genebody_44045	17370	2.08593437343569	TRUE		1.62879002026921			2.33415226300656	TRUE	TRUE
chr17	81867720	81871337	NM_001301240	ARHGDIA	genebody_46931	3617	2.85423664672102	TRUE	TRUE	2.14418083791786			1.84050712313764		
chr17	81867720	81870997	NM_001185077	ARHGDIA	genebody_22417	3277	2.85423664672102	TRUE	TRUE	2.14418083791786			1.84050712313764		
chr17	81867720	81870997	NM_001301241	ARHGDIA	genebody_46924	3277	2.85423664672102	TRUE	TRUE	2.14418083791786			1.84050712313764		
chr17	81977628	82017406	NM_001330528	ASPSCR1	genebody_27842	39778	2.18263591090493	TRUE	TRUE	1.59204427559078			1.6908918515927		
chr17	81977628	82017406	NM_024083	ASPSCR1	genebody_30665	39778	2.18263591090493	TRUE	TRUE	1.59204427559078			1.6908918515927		
chr17	81977628	82017406	NM_001251888	ASPSCR1	genebody_36904	39778	2.18263591090493	TRUE	TRUE	1.59204427559078			1.6908918515927		
chr17	82051897	82058064	NM_001321090	GPS1	genebody_3004	6167	2.32201855242052	TRUE	TRUE	1.13736463996699			1.34693137724461		
chr17	82051897	82058064	NM_001330541	GPS1	genebody_14279	6167	2.32201855242052	TRUE	TRUE	1.13736463996699			1.34693137724461		
chr17	82051897	82058064	NM_001330539	GPS1	genebody_14280	6167	2.32201855242052	TRUE	TRUE	1.13736463996699			1.34693137724461		
chr17	82051897	82058064	NM_212492	GPS1	genebody_85908	6167	2.32201855242052	TRUE	TRUE	1.13736463996699			1.34693137724461		
chr17	82232231	82239499	NM_001042423	SLC16A3	genebody_1556	7268	3.31679353402053	TRUE	TRUE	2.23271681301763			2.0444406040707		
chr17	82234898	82239499	NM_001206951	SLC16A3	genebody_50581	4601	3.23287886724497	TRUE	TRUE	2.16846203235787			1.9261898109535		
chr17	82239018	82273700	NM_001363749	CSNK1D	genebody_71624	34682	3.30972948870894	TRUE	TRUE	2.22837760422071			2.1931935637953	TRUE	
chr17	82242660	82273750	NR_110578	CSNK1D	genebody_80342	31090	3.33590579445867	TRUE	TRUE	2.20672371658282			2.24176231505665		
chr17	82242666	82273700	NM_001893	CSNK1D	genebody_26643	31034	3.33590579445867	TRUE	TRUE	2.20672371658282			2.24176231505665	TRUE	
chr17	82242666	82273700	NM_139062	CSNK1D	genebody_82455	31034	3.33590579445867	TRUE	TRUE	2.20672371658282			2.24176231505665	TRUE	
chr17	82321023	82333766	NM_003004	SECTM1	genebody_66753	12743	2.27830425991089	TRUE	TRUE	1.39794261955812			1.59097783965954		
chr17	82442585	82450752	NM_001033046	CYBC1	genebody_6913	8167	3.33154886367187	TRUE	TRUE	2.13396812891546			1.96454794250293		
chr17	82442585	82450752	NM_001193653	CYBC1	genebody_25815	8167	3.33154886367187	TRUE	TRUE	2.13396812891546			1.96454794250293		
chr17	82442585	82450752	NR_036516	CYBC1	genebody_45741	8167	3.33154886367187	TRUE	TRUE	2.13396812891546			1.96454794250293		
chr17	82442585	82450752	NM_001100408	CYBC1	genebody_56721	8167	3.33154886367187	TRUE	TRUE	2.13396812891546			1.96454794250293		
chr17	82442585	82450752	NR_036517	CYBC1	genebody_65597	8167	3.33154886367187	TRUE	TRUE	2.13396812891546			1.96454794250293		
chr17	82442585	82450752	NM_001193654	CYBC1	genebody_71892	8167	3.33154886367187	TRUE	TRUE	2.13396812891546			1.96454794250293		
chr17	82519731	82604602	NM_004514	FOXK2	genebody_4294	84871	2.88539623262979	TRUE	TRUE	2.20019681885474			2.33419715624309	TRUE	
chr17	82614561	82648444	NM_019613	WDR45B	genebody_81271	33883	2.13621859550591	TRUE	TRUE	1.64740366482025			1.78948863732726		
chr17	82752064	82945914	NM_005993	TBCD	genebody_45986	193850	2.27236125548422	TRUE	TRUE	1.68719341893943			1.60049716809421		
chr17	82829433	82840022	NM_024702	ZNF750	genebody_26610	10589	2.20703253925493	TRUE	TRUE	1.8432138974955			1.80289875596887		
chr17	83079608	83095122	NM_001004431	METRNL	genebody_65841	15514	2.26688330524804	TRUE	TRUE	1.58000854564285			1.44848373315261		
chr18	2943214	2946623	NR_026659	CHORDC1P4	genebody_47552	3409	1.80090309131349			1.6149017386234			2.05485996715532	TRUE	TRUE
chr18	8609444	8639382	NM_001025300	RAB12	genebody_44508	29938	1.88300579626409	TRUE	TRUE	1.38531855637093			1.65491506250687		
chr18	8705555	8832778	NM_001378206	MTCL1	genebody_23990	127223	2.08590874506804	TRUE	TRUE	1.52730682096363			1.31176346220042		
chr18	8705555	8832778	NM_001378205	MTCL1	genebody_58786	127223	2.08590874506804	TRUE	TRUE	1.52730682096363			1.31176346220042		
chr18	8705555	8832778	NM_001378207	MTCL1	genebody_62970	127223	2.08590874506804	TRUE	TRUE	1.52730682096363			1.31176346220042		
chr18	8717380	8832778	NM_015210	MTCL1	genebody_70830	115398	2.1093900105197	TRUE	TRUE	1.53080860790299			1.2987328066659		
chr18	9708300	9862551	NM_006868	RAB31	genebody_65365	154251	2.02776408408971	TRUE	TRUE	1.5402586689216			1.54827024161397		
chr18	10454634	10489949	NM_153000	APCDD1	genebody_64425	35315	2.17189081358562	TRUE	TRUE	1.58433748703783			1.14872736435919		
chr18	12307668	12326616	NM_001303524	TUBB6	genebody_4859	18948	2.06857848166283	TRUE	TRUE	1.46003296490068			1.6315703095814		
chr18	12308240	12326616	NM_001303526	TUBB6	genebody_4865	18376	2.09954176617783	TRUE	TRUE	1.46397083920003			1.63616938967103		
chr18	12308240	12326616	NM_001303530	TUBB6	genebody_27648	18376	2.09954176617783	TRUE	TRUE	1.46397083920003			1.63616938967103		
chr18	12308240	12326616	NM_001303529	TUBB6	genebody_27649	18376	2.09954176617783	TRUE	TRUE	1.46397083920003			1.63616938967103		
chr18	12308240	12326616	NM_001303528	TUBB6	genebody_27650	18376	2.09954176617783	TRUE	TRUE	1.46397083920003			1.63616938967103		
chr18	13217681	13652751	NM_001378101	LDLRAD4	genebody_22509	435070	2.00465423294744	TRUE	TRUE	1.51025295065632			1.73359590018941		
chr18	13217681	13652751	NM_181481	LDLRAD4	genebody_49418	435070	2.00465423294744	TRUE	TRUE	1.51025295065632			1.73359590018941		
chr18	13218759	13652751	NM_181482	LDLRAD4	genebody_13031	433992	2.00834759454821	TRUE	TRUE	1.51160427859165			1.7356075354107		
chr18	13218759	13652751	NM_001378100	LDLRAD4	genebody_66663	433992	2.00834759454821	TRUE	TRUE	1.51160427859165			1.7356075354107		
chr18	13277361	13652751	NM_001378099	LDLRAD4	genebody_79099	375390	1.95777140269765	TRUE	TRUE	1.50206200563689			1.74838621526238		
chr18	23134563	23260470	NR_023359	CABLES1	genebody_70003	125907	2.19545257405085	TRUE	TRUE	1.55394398657316			1.83398470591598		
chr18	23135762	23260470	NM_001100619	CABLES1	genebody_30093	124708	2.19002931605078	TRUE	TRUE	1.55237446993763			1.84237778082502		
chr18	23155824	23260470	NM_138375	CABLES1	genebody_69647	104646	2.11562456468133	TRUE	TRUE	1.52258949253324			1.78528363961704		
chr18	24014753	24020288	NM_001243425	TTC39C	genebody_36931	5535	2.26372370027622	TRUE	TRUE	1.72000497809589			1.92438168467518		
chr18	48539030	48863215	NM_001142397	CTIF	genebody_16749	324185	2.03836293567534	TRUE	TRUE	1.40155286383236			1.65436905927159		
chr18	48539030	48863215	NM_014772	CTIF	genebody_75995	324185	2.03836293567534	TRUE	TRUE	1.40155286383236			1.65436905927159		
chr18	48919852	48950711	NM_001190821	SMAD7	genebody_58325	30859	2.89551985372996	TRUE	TRUE	2.39112162823569	TRUE		2.3837710677061	TRUE	
chr18	48919852	48949333	NM_001190822	SMAD7	genebody_58324	29481	2.90519826530948	TRUE	TRUE	2.39590289099814	TRUE		2.39002244813859	TRUE	
chr18	48919852	48942807	NM_001190823	SMAD7	genebody_58323	22955	3.03762239576977	TRUE	TRUE	2.43672676693696	TRUE		2.42772001138588	TRUE	
chr18	49488480	49492464	NM_001199341	RPL17	genebody_74699	3984	1.92993727270469	TRUE		1.53575269266903			2.18464493179913	TRUE	TRUE
chr18	58862923	58986480	NM_001353533	ZNF532	genebody_16638	123557	2.23133593568162	TRUE	TRUE	1.65623876738826			1.70187861399048		
chr18	58862923	58986480	NM_001318726	ZNF532	genebody_30747	123557	2.23133593568162	TRUE	TRUE	1.65623876738826			1.70187861399048		
chr18	58862923	58986480	NM_018181	ZNF532	genebody_78071	123557	2.23133593568162	TRUE	TRUE	1.65623876738826			1.70187861399048		
chr18	58862923	58986480	NR_148459	ZNF532	genebody_80094	123557	2.23133593568162	TRUE	TRUE	1.65623876738826			1.70187861399048		
chr18	58863482	58986480	NM_001353530	ZNF532	genebody_417	122998	2.23611512972338	TRUE	TRUE	1.65829085283167			1.7033243613134		
chr18	58863482	58986480	NM_001353525	ZNF532	genebody_10051	122998	2.23611512972338	TRUE	TRUE	1.65829085283167			1.7033243613134		
chr18	58863482	58986480	NM_001353526	ZNF532	genebody_24167	122998	2.23611512972338	TRUE	TRUE	1.65829085283167			1.7033243613134		
