chr	start	end	geneID	geneSymbol	symbol	NLMeanCnt	NLCountValid	NLadjPval	enrichSig	SigPeakValue	ovSig
chr2	203326393	203328892	NM_001375754	ABI2	promoter_49546	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375753	ABI2	promoter_49547	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375752	ABI2	promoter_49548	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375751	ABI2	promoter_49549	2.1043034042128	7	0	TRUE	NA	NA
chr1	155688157	155690656	NM_001198903	YY1AP1	promoter_4955	2.77018186256221	9	0	TRUE	5.74078022797935	TRUE
chr2	203326393	203328892	NM_001375749	ABI2	promoter_49550	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375750	ABI2	promoter_49551	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375748	ABI2	promoter_49552	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375744	ABI2	promoter_49553	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375743	ABI2	promoter_49554	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375714	ABI2	promoter_49555	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375687	ABI2	promoter_49556	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375688	ABI2	promoter_49557	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375729	ABI2	promoter_49558	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375726	ABI2	promoter_49559	2.1043034042128	7	0	TRUE	NA	NA
chr1	155688278	155690777	NM_018253	YY1AP1	promoter_4956	2.64977856406316	9	0	TRUE	5.74078022797935	TRUE
chr2	203326393	203328892	NM_001375725	ABI2	promoter_49560	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_005759	ABI2	promoter_49561	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375730	ABI2	promoter_49562	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375728	ABI2	promoter_49563	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375727	ABI2	promoter_49564	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375739	ABI2	promoter_49565	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375741	ABI2	promoter_49566	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375693	ABI2	promoter_49567	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375702	ABI2	promoter_49568	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375731	ABI2	promoter_49569	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375671	ABI2	promoter_49570	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375732	ABI2	promoter_49571	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375740	ABI2	promoter_49572	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375738	ABI2	promoter_49573	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375736	ABI2	promoter_49574	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001282925	ABI2	promoter_49575	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375667	ABI2	promoter_49576	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375735	ABI2	promoter_49577	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375734	ABI2	promoter_49578	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375665	ABI2	promoter_49579	2.1043034042128	7	0	TRUE	NA	NA
chr1	155688225	155690724	NM_001198902	YY1AP1	promoter_4958	2.64977856406316	9	0	TRUE	5.74078022797935	TRUE
chr2	203326393	203328892	NM_001375666	ABI2	promoter_49580	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375742	ABI2	promoter_49581	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001282927	ABI2	promoter_49582	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001282926	ABI2	promoter_49583	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375670	ABI2	promoter_49584	2.1043034042128	7	0.00346708307307933	TRUE	NA	NA
chr2	203326393	203328892	NM_001375747	ABI2	promoter_49585	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375746	ABI2	promoter_49586	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375698	ABI2	promoter_49587	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375695	ABI2	promoter_49588	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375717	ABI2	promoter_49589	2.1043034042128	7	0	TRUE	NA	NA
chr1	155688529	155691028	NM_001198901	YY1AP1	promoter_4959	2.95118123005523	10	0	TRUE	5.17579256171691	TRUE
chr1	155688529	155691028	NM_001198901	YY1AP1	promoter_4959	2.95118123005523	10	0	TRUE	5.17579256171691	TRUE
chr2	203326393	203328892	NM_001375719	ABI2	promoter_49590	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375724	ABI2	promoter_49591	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375664	ABI2	promoter_49592	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375663	ABI2	promoter_49593	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375721	ABI2	promoter_49594	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375722	ABI2	promoter_49595	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NM_001375733	ABI2	promoter_49596	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164704	ABI2	promoter_49597	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164705	ABI2	promoter_49598	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164706	ABI2	promoter_49599	2.1043034042128	7	0	TRUE	NA	NA
chr1	11099370	11101869	NM_001001998	EXOSC10	promoter_496	2.33548409989488	7	0	TRUE	5.00246151013718	TRUE
chr1	155688278	155690777	NM_001198900	YY1AP1	promoter_4960	2.64977856406316	9	0	TRUE	5.74078022797935	TRUE
chr2	203326393	203328892	NR_164707	ABI2	promoter_49600	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164708	ABI2	promoter_49601	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164710	ABI2	promoter_49602	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164709	ABI2	promoter_49603	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164711	ABI2	promoter_49604	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164712	ABI2	promoter_49605	2.1043034042128	7	0.00346708307307933	TRUE	NA	NA
chr2	203326393	203328892	NR_164713	ABI2	promoter_49606	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164714	ABI2	promoter_49607	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164715	ABI2	promoter_49608	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164716	ABI2	promoter_49609	2.1043034042128	7	0	TRUE	NA	NA
chr1	155688278	155690777	NM_001198905	YY1AP1	promoter_4961	2.64977856406316	9	0	TRUE	5.74078022797935	TRUE
chr2	203326393	203328892	NR_164717	ABI2	promoter_49610	2.1043034042128	7	0	TRUE	NA	NA
chr2	203326393	203328892	NR_164718	ABI2	promoter_49611	2.1043034042128	7	0	TRUE	NA	NA
chr1	155688474	155690973	NM_139121	YY1AP1	promoter_4962	2.95118123005523	10	0	TRUE	5.17579256171691	TRUE
chr1	155688474	155690973	NM_139121	YY1AP1	promoter_4962	2.95118123005523	10	0	TRUE	5.17579256171691	TRUE
chr1	155688275	155690774	NM_139119	YY1AP1	promoter_4963	2.64977856406316	9	0	TRUE	5.74078022797935	TRUE
chr2	206085675	206088174	NM_017759	INO80D	promoter_49631	NA	NA	NA	NA	4.28951161044712	TRUE
chr1	155688497	155690996	NM_001198906	YY1AP1	promoter_4964	2.95118123005523	10	0	TRUE	5.17579256171691	TRUE
chr1	155688497	155690996	NM_001198906	YY1AP1	promoter_4964	2.95118123005523	10	0	TRUE	5.17579256171691	TRUE
chr2	206159880	206162379	NR_002589	SNORD51	promoter_49641	1.99955121838387	8	0	TRUE	NA	NA
chr2	206160227	206162726	NR_002590	SNORA41	promoter_49642	2.20336048458163	10	0	TRUE	NA	NA
chr2	207133638	207136137	NM_001270944	KLF7	promoter_49674	1.86414311941757	6	0	TRUE	NA	NA
chr2	207527961	207530460	NM_001320793	CREB1	promoter_49682	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NM_004379	CREB1	promoter_49683	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NR_135473	CREB1	promoter_49684	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NM_134442	CREB1	promoter_49685	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NM_001371426	CREB1	promoter_49686	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NM_001371427	CREB1	promoter_49687	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NR_163946	CREB1	promoter_49688	2.04169063722621	9	0	TRUE	NA	NA
chr2	207527961	207530460	NR_163947	CREB1	promoter_49689	2.04169063722621	9	0	TRUE	NA	NA
chr2	207557121	207559620	NM_001371428	CREB1	promoter_49690	2.20442968108748	7	0	TRUE	NA	NA
chr2	207625554	207628053	NM_001330133	METTL21A	promoter_49691	2.29902529622989	9	0	TRUE	NA	NA
chr2	207625554	207628053	NM_001330132	METTL21A	promoter_49692	2.29902529622989	9	0	TRUE	NA	NA
chr2	207624895	207627394	NM_001330131	METTL21A	promoter_49694	2.05606224624734	8	0	TRUE	NA	NA
chr2	207624895	207627394	NM_001308021	METTL21A	promoter_49695	2.05606224624734	8	0	TRUE	NA	NA
chr2	207624895	207627394	NM_001330135	METTL21A	promoter_49696	2.05606224624734	8	0	TRUE	NA	NA
chr2	207624895	207627394	NM_001330130	METTL21A	promoter_49697	2.05606224624734	8	0	TRUE	NA	NA
chr2	207624879	207627378	NM_001127395	METTL21A	promoter_49698	1.9261423980317	7	0.00346708307307933	TRUE	NA	NA
chr1	11099370	11101869	NM_002685	EXOSC10	promoter_497	2.33548409989488	7	0	TRUE	5.00246151013718	TRUE
chr2	207625554	207628053	NM_001330134	METTL21A	promoter_49700	2.29902529622989	9	0	TRUE	NA	NA
chr2	207709539	207712038	NM_152523	CCNYL1	promoter_49704	1.88239306954461	6	0.00654755632446035	TRUE	NA	NA
chr2	207709539	207712038	NM_001142300	CCNYL1	promoter_49705	1.88239306954461	6	0.00941700282752121	TRUE	NA	NA
chr2	207709639	207712138	NM_001330218	CCNYL1	promoter_49706	1.96235998079244	6	0	TRUE	NA	NA
chr2	207752806	207755305	NR_039934	MIR4775	promoter_49707	2.1258991917019	5	0	TRUE	4.45697332397654	TRUE
chr2	207769407	207771906	NM_003468	FZD5	promoter_49708	1.78967886553156	6	0.00654755632446035	TRUE	NA	NA
chr2	208129329	208131828	NM_020989	CRYGC	promoter_49712	2.04136444825323	5	0	TRUE	NA	NA
chr2	208253959	208256458	NM_001282386	IDH1	promoter_49716	1.83860020190674	6	0.00346708307307933	TRUE	5.32960494252923	TRUE
chr2	208253804	208256303	NM_001282387	IDH1	promoter_49717	NA	NA	NA	NA	5.32960494252923	TRUE
chr2	208254572	208257071	NM_005896	IDH1	promoter_49718	2.30915112895485	7	0	TRUE	5.32960494252923	TRUE
chr2	208253232	208255731	NR_046452	IDH1-AS1	promoter_49719	NA	NA	NA	NA	5.32960494252923	TRUE
chr1	155858901	155861400	NM_001282856	GON4L	promoter_4972	NA	NA	NA	NA	3.98160290523851	TRUE
chr2	208264254	208266753	NM_015040	PIKFYVE	promoter_49720	1.86475734578883	5	0	TRUE	NA	NA
chr2	208264266	208266765	NM_152671	PIKFYVE	promoter_49721	1.86475734578883	5	0	TRUE	NA	NA
chr2	208264266	208266765	NM_001178000	PIKFYVE	promoter_49722	1.86475734578883	5	0	TRUE	NA	NA
chr2	208357691	208360190	NM_001371905	PTH2R	promoter_49723	2.82293325207178	5	0	TRUE	NA	NA
chr2	208357691	208360190	NR_163993	PTH2R	promoter_49724	2.82293325207178	5	0	TRUE	NA	NA
chr2	208357691	208360190	NM_001371906	PTH2R	promoter_49725	2.82293325207178	5	0	TRUE	NA	NA
chr2	208357691	208360190	NM_001309516	PTH2R	promoter_49726	2.82293325207178	5	0	TRUE	NA	NA
chr2	208357691	208360190	NR_163992	PTH2R	promoter_49727	2.82293325207178	5	0	TRUE	NA	NA
chr2	208357691	208360190	NM_001371907	PTH2R	promoter_49728	2.82293325207178	5	0	TRUE	NA	NA
chr2	208357691	208360190	NR_163991	PTH2R	promoter_49729	2.82293325207178	5	0	TRUE	NA	NA
chr1	155856715	155859214	NM_001282858	GON4L	promoter_4973	1.90921174097921	6	0	TRUE	3.98160290523851	TRUE
chr2	208357691	208360190	NR_163994	PTH2R	promoter_49730	2.82293325207178	5	0	TRUE	NA	NA
chr1	155856715	155859214	NM_001282860	GON4L	promoter_4974	1.90921174097921	6	0	TRUE	3.98160290523851	TRUE
chr1	155856715	155859214	NM_032292	GON4L	promoter_4975	1.90921174097921	6	0	TRUE	3.98160290523851	TRUE
chr1	155856715	155859214	NM_001282861	GON4L	promoter_4976	1.90921174097921	6	0	TRUE	3.98160290523851	TRUE
chr1	155857566	155860065	NM_152280	SYT11	promoter_4978	1.95066686505292	6	0	TRUE	3.98160290523851	TRUE
chr1	155910850	155913349	NM_006912	RIT1	promoter_4979	2.19760380866939	6	0	TRUE	4.02906111619653	TRUE
chr1	11097674	11100173	NR_135061	EXOSC10-AS1	promoter_498	2.48458642365996	8	0	TRUE	NA	NA
chr1	155910850	155913349	NM_001256820	RIT1	promoter_4980	2.19760380866939	6	0.00654755632446035	TRUE	4.02906111619653	TRUE
chr1	155910419	155912918	NM_001256821	RIT1	promoter_4981	2.11443303119239	6	0	TRUE	4.02906111619653	TRUE
chr1	155933914	155936413	NM_014949	KHDC4	promoter_4982	NA	NA	NA	NA	4.56056090476123	TRUE
chr1	155919543	155922042	NR_002974	SNORA80E	promoter_4983	1.76598445696955	6	0	TRUE	NA	NA
chr2	213283710	213286209	NR_144752	SPAG16-DT	promoter_49847	1.75975882515549	5	0	TRUE	NA	NA
chr2	213283710	213286209	NR_161186	SPAG16-DT	promoter_49848	1.75975882515549	5	0	TRUE	NA	NA
chr2	214809184	214811683	NM_001282549	BARD1	promoter_49858	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NM_000465	BARD1	promoter_49859	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NM_001282545	BARD1	promoter_49860	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NM_001282543	BARD1	promoter_49861	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NM_001282548	BARD1	promoter_49862	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NR_104216	BARD1	promoter_49863	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NR_104215	BARD1	promoter_49864	2.75897566536298	8	0	TRUE	NA	NA
chr2	214809184	214811683	NR_104212	BARD1	promoter_49865	2.75897566536298	8	0	TRUE	NA	NA
chr2	215310058	215312557	NM_004044	ATIC	promoter_49871	2.93733151943447	12	0	TRUE	NA	NA
chr2	216013052	216015551	NM_018000	MREG	promoter_49893	3.33668894877307	18	0	TRUE	NA	NA
chr2	216033305	216035804	NM_001372190	MREG	promoter_49894	2.16930872908953	9	0	TRUE	NA	NA
chr2	216033597	216036096	NM_001372189	MREG	promoter_49895	2.02810663406258	8	0	TRUE	NA	NA
chr2	216013052	216015551	NM_001372188	MREG	promoter_49896	3.33668894877307	18	0	TRUE	NA	NA
chr2	216081310	216083809	NM_018441	PECR	promoter_49897	2.12904817964513	5	0	TRUE	NA	NA
chr1	11097674	11100173	NR_135062	EXOSC10-AS1	promoter_499	2.48458642365996	8	0	TRUE	NA	NA
chr2	216606439	216608938	NR_110392	LINC01280	promoter_49908	2.00771240145535	6	0	TRUE	3.87044886161488	TRUE
chr2	216630827	216633326	NM_001313992	IGFBP2	promoter_49909	2.56820857331088	13	0	TRUE	NA	NA
chr2	216630827	216633326	NM_001313993	IGFBP2	promoter_49910	2.56820857331088	13	0	TRUE	NA	NA
chr2	216631419	216633918	NM_000597	IGFBP2	promoter_49911	2.44143698885803	9	0	TRUE	NA	NA
chr2	216657566	216660065	NM_001313990	IGFBP2	promoter_49912	2.28310911832235	6	0	TRUE	NA	NA
chr2	217919737	217922236	NM_001308022	TNS1	promoter_49920	2.09196154122373	7	0	TRUE	NA	NA
chr2	217833234	217835733	NR_145792	SNORA115	promoter_49922	2.20755583141638	6	0	TRUE	5.43094171066449	TRUE
chr2	217976706	217979205	NR_135524	TNS1-AS1	promoter_49924	1.87050123507986	5	0	TRUE	NA	NA
chr2	218215188	218217687	NM_152862	ARPC2	promoter_49931	2.55240773825116	8	0	TRUE	NA	NA
chr2	218215396	218217895	NM_005731	ARPC2	promoter_49932	2.46304367529507	8	0	TRUE	NA	NA
chr2	218286804	218289303	NM_001321428	TMBIM1	promoter_49946	2.32877089508495	13	0	TRUE	NA	NA
chr2	218286350	218288849	NM_001321427	TMBIM1	promoter_49947	2.11498972564272	10	0	TRUE	NA	NA
chr2	218286804	218289303	NM_001321429	TMBIM1	promoter_49948	2.32877089508495	13	0	TRUE	NA	NA
chr2	218279689	218282188	NR_106768	MIR6513	promoter_49952	2.09647473913168	6	0	TRUE	NA	NA
chr2	218321178	218323677	NM_022572	PNKD	promoter_49953	1.88641034736532	6	0	TRUE	NA	NA
chr2	218354856	218357355	NM_198559	CATIP	promoter_49956	2.32981210148555	8	0	TRUE	NA	NA
chr2	218354856	218357355	NM_001320865	CATIP	promoter_49957	2.32981210148555	8	0	TRUE	NA	NA
chr2	218367403	218369902	NR_110573	CATIP-AS1	promoter_49958	2.49658878547675	13	0	TRUE	NA	NA
chr1	11098018	11100517	NR_135063	EXOSC10-AS1	promoter_500	2.42189416937452	7	0	TRUE	5.00246151013718	TRUE
chr1	156081966	156084465	NM_001093725	MEX3A	promoter_5000	1.59375643062288	5	0.00346708307307933	TRUE	4.29160550731755	TRUE
chr2	218670085	218672584	NM_001243313	STK36	promoter_50009	1.63885990014696	6	0	TRUE	NA	NA
chr2	218821089	218823588	NR_128707	MIR9500	promoter_50015	2.24329684230214	5	0	TRUE	4.69380647275336	TRUE
chr2	219000214	219002713	NR_046086	LOC100129175	promoter_50026	2.26943448507689	6	0	TRUE	NA	NA
chr2	219060422	219062921	NM_002181	IHH	promoter_50031	2.34870388170104	6	0	TRUE	NA	NA
chr2	219169530	219172029	NM_001144889	SLC23A3	promoter_50037	2.03672719582222	5	0	TRUE	NA	NA
chr2	219169530	219172029	NM_001144890	SLC23A3	promoter_50038	2.03672719582222	5	0	TRUE	NA	NA
chr2	219169530	219172029	NM_144712	SLC23A3	promoter_50039	2.03672719582222	5	0	TRUE	NA	NA
chr2	219218459	219220958	NM_005689	ABCB6	promoter_50052	2.00684598895157	6	0	TRUE	NA	NA
chr2	219218459	219220958	NM_001349828	ABCB6	promoter_50053	2.00684598895157	6	0	TRUE	NA	NA
chr2	219229137	219231636	NM_001077198	ATG9A	promoter_50054	3.20496499687823	9	0	TRUE	NA	NA
chr2	219229137	219231636	NM_024085	ATG9A	promoter_50055	3.20496499687823	9	0	TRUE	NA	NA
chr2	219229137	219231636	NR_104255	ATG9A	promoter_50056	3.20496499687823	9	0	TRUE	NA	NA
chr1	156124169	156126668	NM_001257374	LMNA	promoter_5006	2.66061756550685	11	0	TRUE	NA	NA
chr2	219244945	219247444	NM_024506	GLB1L	promoter_50060	1.86015987440397	5	0.00654755632446035	TRUE	NA	NA
chr2	219244945	219247444	NM_001286423	GLB1L	promoter_50062	1.86015987440397	5	0	TRUE	NA	NA
chr2	219251242	219253741	NM_001355221	TUBA4B	promoter_50069	2.39593336574069	7	0	TRUE	NA	NA
chr1	156124169	156126668	NM_001282624	LMNA	promoter_5007	2.66061756550685	11	0	TRUE	NA	NA
chr2	219293701	219296200	NR_029688	MIR153-1	promoter_50075	2.01751267347038	7	0	TRUE	NA	NA
chr2	219388377	219390876	NM_001319121	DNPEP	promoter_50085	1.69582605521977	6	0	TRUE	NA	NA
chr1	11262052	11264551	NM_004958	MTOR	promoter_501	1.75228620525009	5	0.00346708307307933	TRUE	NA	NA
chr2	222859035	222861534	NM_004457	ACSL3	promoter_50142	1.86501815615948	6	0	TRUE	4.40866027860333	TRUE
chr2	222859035	222861534	NM_001354158	ACSL3	promoter_50143	1.86501815615948	6	0	TRUE	4.40866027860333	TRUE
chr2	222859035	222861534	NM_001354159	ACSL3	promoter_50144	1.86501815615948	6	0	TRUE	4.40866027860333	TRUE
chr2	222859035	222861534	NM_203372	ACSL3	promoter_50145	1.86501815615948	6	0	TRUE	4.40866027860333	TRUE
chr2	223955462	223957961	NM_022915	MRPL44	promoter_50152	1.83145560622158	5	0.00346708307307933	TRUE	NA	NA
chr2	224401495	224403994	NM_024785	FAM124B	promoter_50157	2.41543746714712	10	0	TRUE	3.9541539352876	TRUE
chr2	224401608	224404107	NM_001122779	FAM124B	promoter_50158	2.33166559730852	10	0	TRUE	3.9541539352876	TRUE
chr1	156192103	156194602	NM_001377388	SLC25A44	promoter_5016	2.57557475556254	10	0	TRUE	NA	NA
chr2	225010041	225012540	NR_039641	MIR4439	promoter_50165	2.48176132325928	7	0	TRUE	NA	NA
chr1	156192103	156194602	NR_104408	SLC25A44	promoter_5017	2.57557475556254	10	0	TRUE	NA	NA
chr2	226834053	226836552	NM_001349071	RHBDD1	promoter_50172	2.13650909295488	7	0	TRUE	NA	NA
chr2	226834053	226836552	NM_001167608	RHBDD1	promoter_50173	2.13650909295488	7	0	TRUE	NA	NA
chr2	226834053	226836552	NM_001349072	RHBDD1	promoter_50174	2.13650909295488	7	0	TRUE	NA	NA
chr2	226834053	226836552	NM_032276	RHBDD1	promoter_50175	2.13650909295488	7	0	TRUE	NA	NA
chr2	227324665	227327164	NR_102371	MFF-DT	promoter_50178	1.84556439859111	5	0	TRUE	NA	NA
chr1	156192103	156194602	NM_001286184	SLC25A44	promoter_5018	2.57557475556254	10	0	TRUE	NA	NA
chr2	227325511	227328010	NM_020194	MFF	promoter_50186	2.50001211174973	10	0	TRUE	NA	NA
chr2	227326677	227329176	NM_001277068	MFF	promoter_50187	2.80831690050299	12	0	TRUE	NA	NA
chr2	227326677	227329176	NM_001277067	MFF	promoter_50188	2.80831690050299	12	0	TRUE	NA	NA
chr1	156192103	156194602	NM_001377389	SLC25A44	promoter_5019	2.57557475556254	10	0	TRUE	NA	NA
chr2	227470131	227472630	NR_049888	MIR5703	promoter_50190	2.02023359125298	8	0	TRUE	NA	NA
chr2	227470155	227472654	NM_001135188	AGFG1	promoter_50191	2.02023359125298	8	0	TRUE	NA	NA
chr2	227470155	227472654	NM_004504	AGFG1	promoter_50192	2.02023359125298	8	0	TRUE	NA	NA
chr2	227470155	227472654	NM_001135187	AGFG1	promoter_50193	2.02023359125298	8	0	TRUE	NA	NA
chr2	227470155	227472654	NM_001135189	AGFG1	promoter_50194	2.02023359125298	8	0	TRUE	NA	NA
chr2	227714125	227716624	NM_001371411	SLC19A3	promoter_50198	2.50714209723124	7	0	TRUE	4.29067685796046	TRUE
chr2	227706157	227708656	NM_001371412	SLC19A3	promoter_50199	2.47523557160221	11	0	TRUE	NA	NA
chr1	156192103	156194602	NM_001377390	SLC25A44	promoter_5020	2.57557475556254	10	0	TRUE	NA	NA
chr2	227717529	227720028	NM_001371413	SLC19A3	promoter_50200	2.35931995420086	9	0	TRUE	4.63290814950207	TRUE
chr2	227717529	227720028	NM_001371413	SLC19A3	promoter_50200	2.35931995420086	9	0	TRUE	4.63290814950207	TRUE
chr2	227706280	227708779	NM_001371414	SLC19A3	promoter_50201	2.31629630244914	11	0	TRUE	NA	NA
chr2	227717529	227720028	NM_025243	SLC19A3	promoter_50202	2.35931995420086	9	0	TRUE	4.63290814950207	TRUE
chr2	227717529	227720028	NM_025243	SLC19A3	promoter_50202	2.35931995420086	9	0	TRUE	4.63290814950207	TRUE
chr1	156192103	156194602	NR_104412	SLC25A44	promoter_5021	2.57557475556254	10	0	TRUE	NA	NA
chr2	229270788	229273287	NM_017933	PID1	promoter_50211	1.88646319227325	6	0	TRUE	NA	NA
chr2	229270788	229273287	NM_001100818	PID1	promoter_50212	1.88646319227325	6	0	TRUE	NA	NA
chr2	229270788	229273287	NM_001330157	PID1	promoter_50213	1.88646319227325	6	0	TRUE	NA	NA
chr2	229231593	229234092	NM_001330156	PID1	promoter_50214	2.30504405381862	6	0	TRUE	NA	NA
chr2	229270788	229273287	NM_001330158	PID1	promoter_50215	1.88646319227325	6	0	TRUE	NA	NA
chr2	229921290	229923789	NM_001348326	TRIP12	promoter_50217	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348333	TRIP12	promoter_50218	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_004238	TRIP12	promoter_50219	NA	NA	NA	NA	4.87167579223698	TRUE
chr1	156192103	156194602	NM_014655	SLC25A44	promoter_5022	2.57557475556254	10	0	TRUE	NA	NA
chr2	229921510	229924009	NM_001284214	TRIP12	promoter_50220	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348323	TRIP12	promoter_50221	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348317	TRIP12	promoter_50222	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348321	TRIP12	promoter_50223	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348315	TRIP12	promoter_50224	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001284215	TRIP12	promoter_50225	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348330	TRIP12	promoter_50226	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348324	TRIP12	promoter_50227	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348322	TRIP12	promoter_50228	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348316	TRIP12	promoter_50229	NA	NA	NA	NA	4.87167579223698	TRUE
chr1	156192103	156194602	NM_001377387	SLC25A44	promoter_5023	2.57557475556254	10	0	TRUE	NA	NA
chr2	229921510	229924009	NM_001348319	TRIP12	promoter_50230	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348320	TRIP12	promoter_50231	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348318	TRIP12	promoter_50232	NA	NA	NA	NA	4.87167579223698	TRUE
