chr	start	end	geneID	geneSymbol	symbol	LTMeanCnt	LTCountValid	LTadjPval	enrichSig	SigPeakValue	ovSig
chr11	117144286	117176876	NM_001184747	PAFAH1B2	genebody_54064	1.8507352155099	75	0	TRUE		
chr8	26293215	26372679	NM_001177591	PPP2R2A	genebody_5407					4.35523357832412	TRUE
chr8	26293215	26372679	NM_001177591	PPP2R2A	genebody_5407					4.35523357832412	TRUE
chr8	26293215	26372679	NM_001177591	PPP2R2A	genebody_5407					4.35523357832412	TRUE
chr5	111729302	111757409	NM_001142481	NREP	genebody_541					4.47653541547441	TRUE
chr2	38563185	38603036	NM_001142650	HNRNPLL	genebody_54107					6.17766650532386	TRUE
chr22	29883173	30030868	NM_021090	MTMR3	genebody_54127					4.82464323408658	TRUE
chr16	50742085	50801935	NM_001378751	CYLD	genebody_54138					3.81596731219295	TRUE
chr19	1354958	1378429	NM_001382408	PWWP3A	genebody_54139	2.02714943829474	52	0	TRUE		
chr8	123319850	123396447	NM_014109	ATAD2	genebody_54146					3.01733262047651	TRUE
chr3	196867919	196934713	NM_152699	SENP5	genebody_54172					4.21529165413856	TRUE
chr20	58995184	59007254	NM_001336	CTSZ	genebody_54196	2.40687278631419	43	0	TRUE		
chr5	111729302	111757555	NM_001142479	NREP	genebody_542					4.47653541547441	TRUE
chr22	17592135	17628822	NM_001039367	ATP6V1E1	genebody_54202					4.93413997887384	TRUE
chr7	74832632	74851576	NM_001281447	GTF2IRD2	genebody_54206	2.13894182838282	57	0	TRUE		
chr19	14619116	14674918	NM_001289158	ADGRE3	genebody_54209					6.39588932550321	TRUE
chr13	42272151	42323261	NM_016248	AKAP11	genebody_5421					3.52188445498864	TRUE
chr14	24809654	25049000	NM_001304477	STXBP6	genebody_54227					3.67872967533111	TRUE
chr14	24809654	25050297	NM_001304476	STXBP6	genebody_54228					3.67872967533111	TRUE
chr1	155335267	155562803	NM_001366177	ASH1L	genebody_54237					3.81123284775575	TRUE
chr1	155335267	155562803	NM_001366177	ASH1L	genebody_54237					3.81123284775575	TRUE
chr14	102139896	102223673	NM_001353667	WDR20	genebody_5426					4.49461417668454	TRUE
chr14	24809654	25050297	NM_001351941	STXBP6	genebody_54261					3.67872967533111	TRUE
chr13	100089092	100530434	NR_148027	PCCA	genebody_54270					5.04651028852171	TRUE
chr13	100089092	100530434	NR_148027	PCCA	genebody_54270					5.04651028852171	TRUE
chr14	102139422	102223673	NM_001353662	WDR20	genebody_5434					4.49461417668454	TRUE
chr14	102139896	102210527	NM_001353661	WDR20	genebody_5435					4.49461417668454	TRUE
chr14	102139896	102210527	NM_001353659	WDR20	genebody_5436					4.49461417668454	TRUE
chr8	21919661	22006585	NM_015024	XPO7	genebody_54366					4.86024178305597	TRUE
chr14	102139896	102210527	NM_001353660	WDR20	genebody_5437					4.49461417668454	TRUE
chr2	173906458	173965702	NM_003111	SP3	genebody_54372					4.0589280151532	TRUE
chr14	102139896	102215004	NM_001353657	WDR20	genebody_5438					4.49461417668454	TRUE
chr14	102139896	102223673	NM_001353656	WDR20	genebody_5439					4.49461417668454	TRUE
chr6	110874783	110895712	NM_001634	AMD1	genebody_54390	1.97699764817545	46	0	TRUE		
chr7	96120219	96322147	NM_001160210	SLC25A13	genebody_54394					4.37624265445214	TRUE
chr9	131576774	131740076	NM_001304275	RAPGEF1	genebody_54408	1.96157520794505	338	0	TRUE	3.98474516122187	TRUE
chr21	43053190	43076377	NM_001178009	CBS	genebody_54415					4.24793141449886	TRUE
chr7	816642	874934	NM_001367700	SUN1	genebody_54429	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr7	120988710	121297442	NM_024913	CPED1	genebody_54440					3.73216398885849	TRUE
chr14	101809834	101927977	NM_001352916	PPP2R5C	genebody_54449					4.0721456035077	TRUE
chr1	204516378	204558120	NM_001204172	MDM4	genebody_54453					5.7275628310514	TRUE
chr8	109573978	109648802	NM_017786	SYBU	genebody_54468					3.64493995512394	TRUE
chr11	33257380	33357022	NM_005734	HIPK3	genebody_54513					3.46501831073666	TRUE
chr11	33257380	33357022	NM_005734	HIPK3	genebody_54513					3.46501831073666	TRUE
chr2	223975047	224039319	NM_006216	SERPINE2	genebody_54612					3.37061866135081	TRUE
chr1	213051232	213274774	NM_001349659	RPS6KC1	genebody_54618					3.6933918771544	TRUE
chr1	213051232	213274774	NM_001349660	RPS6KC1	genebody_54619					3.6933918771544	TRUE
chr7	816642	874934	NM_001367698	SUN1	genebody_54623	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr2	101697706	101894690	NM_001384495	MAP4K4	genebody_5465					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384495	MAP4K4	genebody_5465					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384495	MAP4K4	genebody_5465					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384496	MAP4K4	genebody_5466					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384496	MAP4K4	genebody_5466					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384496	MAP4K4	genebody_5466					4.55322988728613	TRUE
chr1	27404229	27490167	NM_001201404	WASF2	genebody_54666	1.91178252965985	198	0	TRUE	5.9475094910485	TRUE
chr11	68460751	68615333	NM_001164164	PPP6R3	genebody_54690					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001164164	PPP6R3	genebody_54690					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001164164	PPP6R3	genebody_54690					4.4709549600065	TRUE
chr8	109573978	109603459	NM_001363032	SYBU	genebody_54704					3.64493995512394	TRUE
chr22	46361173	46537620	NM_001378328	CELSR1	genebody_54715					4.14362828523345	TRUE
chr12	32502042	32638929	NM_001304483	FGD4	genebody_54716					3.8916953900914	TRUE
chr1	1751231	1780031	NM_001353641	NADK	genebody_54759	2.08001860387507	70	0	TRUE		
chr7	816642	874934	NM_001367655	SUN1	genebody_54763	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr1	100038094	100083373	NM_033055	MFSD14A	genebody_54787					4.40623125886114	TRUE
chr1	205957924	205958388	NR_110982	LOC103021295	genebody_5480	1.30133290846624	1	0	TRUE		
chr5	133955509	133968625	NM_020199	C5orf15	genebody_54824					4.14692108296967	TRUE
chr15	90184919	90229679	NM_020210	SEMA4B	genebody_54825	1.96668601724953	101	0	TRUE		
chr4	40810026	40857192	NM_001166054	APBB2	genebody_54876					2.88484802505531	TRUE
chr5	34656327	34832612	NM_015577	RAI14	genebody_54927					4.13785943791453	TRUE
chr5	34656327	34832612	NM_015577	RAI14	genebody_54927					4.13785943791453	TRUE
chr17	77373336	77500593	NM_001113493	SEPTIN9	genebody_54947	2.09647307809298	314	0	TRUE	5.56386693028371	TRUE
chr17	77373336	77500593	NM_001113493	SEPTIN9	genebody_54947	2.09647307809298	314	0	TRUE	5.56386693028371	TRUE
chr17	77373336	77500593	NM_001113493	SEPTIN9	genebody_54947	2.09647307809298	314	0	TRUE	5.56386693028371	TRUE
chr13	97141833	97394120	NM_001382654	MBNL2	genebody_54951					3.95429721497823	TRUE
chr13	97141833	97394120	NM_001382656	MBNL2	genebody_54952					3.95429721497823	TRUE
chr7	47275153	47582111	NM_022748	TNS3	genebody_54974	2.02812334026478	623	0	TRUE	4.84358816065751	TRUE
chr7	47275153	47582111	NM_022748	TNS3	genebody_54974	2.02812334026478	623	0	TRUE	4.84358816065751	TRUE
chr17	31094976	31377675	NM_001042492	NF1	genebody_55009					4.57279132933432	TRUE
chr4	77048020	77075972	NM_001348139	CCNI	genebody_5501	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chr12	104287031	104350307	NM_182743	TXNRD1	genebody_55016					4.70937243610322	TRUE
chr4	77048020	77075972	NM_001348140	CCNI	genebody_5502	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chrX	123961311	124102655	NM_001282418	STAG2	genebody_55020					4.11207457726006	TRUE
chr5	179522456	179653239	NR_131066	C5orf60	genebody_55024					4.78050459311352	TRUE
chr5	179522456	179653239	NR_131066	C5orf60	genebody_55024					4.78050459311352	TRUE
chr5	179522456	179653239	NR_131066	C5orf60	genebody_55024					4.78050459311352	TRUE
chr4	77048020	77075972	NM_001348138	CCNI	genebody_5503	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chr4	77048020	77075972	NM_001348137	CCNI	genebody_5504	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chr4	77048020	77075972	NM_001348136	CCNI	genebody_5505	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chr4	77048020	77075972	NM_001348135	CCNI	genebody_5506	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chr4	77048020	77075972	NM_001348134	CCNI	genebody_5507	1.9093405853138	57	0	TRUE	4.4776170243631	TRUE
chr9	35490110	35561894	NR_052015	RUSC2	genebody_55107					3.90454241474049	TRUE
chr2	15166915	15561334	NR_052013	NBAS	genebody_55108					4.12844662989345	TRUE
chr5	179859002	179861282	NR_134283	LOC100996419	genebody_55109					4.71802146501738	TRUE
chr14	102139896	102210527	NM_001353673	WDR20	genebody_55119					4.49461417668454	TRUE
chr4	39044830	39126233	NM_001171654	KLHL5	genebody_55124					4.37636463613743	TRUE
chr14	91114072	91225630	NM_001102368	DGLUCY	genebody_55136					4.35532218926409	TRUE
chr2	37231657	37249160	NM_001083946	NDUFAF7	genebody_55137					3.33117981013407	TRUE
chr9	110048597	110172511	NM_001004065	PALM2AKAP2	genebody_55141					3.94018942021059	TRUE
chr5_GL339449v2_alt	111925	625381	NR_027386	GUSBP3	genebody_55186					4.11810065871355	TRUE
chr3	197042559	197298612	NM_001366206	DLG1	genebody_55204					2.90356053578648	TRUE
chr14	102139896	102223673	NM_001353680	WDR20	genebody_55212					4.49461417668454	TRUE
chr14	102139896	102223673	NM_001353658	WDR20	genebody_55213					4.49461417668454	TRUE
chr5_GL339449v2_alt	343170	378180	NR_033417	GTF2H2B	genebody_55223					4.11810065871355	TRUE
chr1	203795622	203854124	NM_001376339	ZC3H11A	genebody_55244					4.02863968963368	TRUE
chr5_GL339449v2_alt	962950	997920	NR_033417	GTF2H2B	genebody_55247					4.06367525012759	TRUE
chr2	127298667	127387975	NM_001371910	MAP3K2	genebody_55254					4.20526140788944	TRUE
chr5	150113838	150155845	NM_001355017	PDGFRB	genebody_55271					4.35338483499044	TRUE
chr16	24919390	25015369	NM_018054	ARHGAP17	genebody_55280					3.59017136236017	TRUE
chr16	24919390	25015369	NM_018054	ARHGAP17	genebody_55280					3.59017136236017	TRUE
chr2	101697706	101894690	NM_001384488	MAP4K4	genebody_55284					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384488	MAP4K4	genebody_55284					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384488	MAP4K4	genebody_55284					4.55322988728613	TRUE
chr5_KI270897v1_alt	465791	733767	NR_027386	GUSBP3	genebody_55304					3.59461090097691	TRUE
chr5_KI270897v1_alt	581044	616053	NR_033417	GTF2H2B	genebody_55315					3.59461090097691	TRUE
chr10	31319215	31529804	NM_001174093	ZEB1	genebody_55323					3.68102002739314	TRUE
chr1	203795622	203854124	NM_001376340	ZC3H11A	genebody_55345					4.02863968963368	TRUE
chr13	49997041	50018467	NM_213590	TRIM13	genebody_5536	1.74911346046009	47	0	TRUE		
chr12	68610898	68671901	NM_001251922	RAP1B	genebody_55362	1.98801916434041	131	0	TRUE	4.96827170956737	TRUE
chr12	68610898	68671901	NM_001251922	RAP1B	genebody_55362	1.98801916434041	131	0	TRUE	4.96827170956737	TRUE
chr12	68610898	68671901	NM_001251922	RAP1B	genebody_55362	1.98801916434041	131	0	TRUE	4.96827170956737	TRUE
chr12	68610898	68671901	NM_001251921	RAP1B	genebody_55363	1.98801916434041	131	0	TRUE	4.96827170956737	TRUE
chr12	68610898	68671901	NM_001251921	RAP1B	genebody_55363	1.98801916434041	131	0	TRUE	4.96827170956737	TRUE
chr12	68610898	68671901	NM_001251921	RAP1B	genebody_55363	1.98801916434041	131	0	TRUE	4.96827170956737	TRUE
chr5	147235025	147387855	NM_001287740	STK32A	genebody_55364					5.11621063822637	TRUE
chr8	73945137	73972287	NM_001204857	ELOC	genebody_55395					4.39669232868045	TRUE
chr4	169392856	169612583	NM_001199400	NEK1	genebody_55409					3.24833949485873	TRUE
chr2	131047875	131093460	NM_001321745	FAM168B	genebody_55411	1.971824074306	99	0	TRUE		
chr2	131047875	131093460	NM_001321744	FAM168B	genebody_55412	1.971824074306	99	0	TRUE		
chr2	101698264	101894690	NM_001384551	MAP4K4	genebody_55431					4.55322988728613	TRUE
chr2	101698264	101894690	NM_001384551	MAP4K4	genebody_55431					4.55322988728613	TRUE
chr2	101698264	101894690	NM_001384551	MAP4K4	genebody_55431					4.55322988728613	TRUE
chr6	2854656	2876510	NR_033851	SERPINB9P1	genebody_55439					3.75745384810205	TRUE
chr19	11145492	11155782	NM_001317033	SPC24	genebody_55443	1.87299345481973	23	0	TRUE		
chr19	11147598	11155812	NM_001317032	SPC24	genebody_55444	1.9359281641273	21	0	TRUE		
chr12	121210128	121234106	NR_046373	P2RX4	genebody_55468					3.99280256662137	TRUE
chr1	223779892	223845947	NM_001031685	TP53BP2	genebody_55502					4.71041541279537	TRUE
chr14	35122551	35274078	NM_001256681	PRORP	genebody_55537					3.18726556519237	TRUE
chr8	47260877	47736001	NM_001352951	SPIDR	genebody_55560					4.63837034948226	TRUE
chr6	11990342	12001244	NR_125853	LOC101928253	genebody_55582					3.8700829925637	TRUE
chr7	98281685	98292963	NM_001159491	BRI3	genebody_55621	2.40141607020721	42	0	TRUE	5.20949707362595	TRUE
chr10	31319767	31529804	NM_001323656	ZEB1	genebody_55639					3.68102002739314	TRUE
chr10	31319215	31529804	NM_001323655	ZEB1	genebody_55640					3.68102002739314	TRUE
chr10	31319215	31529804	NM_001323654	ZEB1	genebody_55641					3.68102002739314	TRUE
chr10	31319215	31529804	NM_001323653	ZEB1	genebody_55642					3.68102002739314	TRUE
chr10	31319215	31529804	NM_001323652	ZEB1	genebody_55643					3.68102002739314	TRUE
chr10	31319215	31529804	NM_001323651	ZEB1	genebody_55644					3.68102002739314	TRUE
chr13	46553169	46744898	NM_015116	LRCH1	genebody_55649					4.06817995456537	TRUE
chr7	816642	874934	NM_001367702	SUN1	genebody_55655	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chrX	123961705	124102655	NM_001042751	STAG2	genebody_55672					4.11207457726006	TRUE
chr16	46796602	46831180	NM_001348660	C16orf87	genebody_55695					5.54821101567446	TRUE
chr12	121839526	121858859	NM_002150	HPD	genebody_55700	2.0779202368638	51	0	TRUE		
chr11	47465936	47524704	NM_001330272	CELF1	genebody_55729					4.04766175014883	TRUE
chr11	3855663	4093208	NM_001382569	STIM1	genebody_55736					4.27568759282893	TRUE
chr11	3855663	4093208	NM_001382570	STIM1	genebody_55737					4.27568759282893	TRUE
chr11	3855663	4093208	NM_001382571	STIM1	genebody_55738					4.27568759282893	TRUE
chr11	3855663	4093208	NM_003156	STIM1	genebody_55739					4.27568759282893	TRUE
chr11	3855663	4093208	NR_168436	STIM1	genebody_55740					4.27568759282893	TRUE
chr7	32868171	32891760	NM_015483	KBTBD2	genebody_55751	2.00061278052581	49	0	TRUE	3.9185619526263	TRUE
chr6	138422043	138572569	NM_020464	NHSL1	genebody_55752					3.54703418713609	TRUE
chr2	46941223	47076123	NM_020458	TTC7A	genebody_55755					4.93223178145318	TRUE
chr10	87095205	87191465	NM_001377165	SHLD2	genebody_55788					3.77936481383374	TRUE
chr10	87095205	87191465	NM_001377164	SHLD2	genebody_55789					3.77936481383374	TRUE
chr10	87095205	87191465	NM_001377163	SHLD2	genebody_55790					3.77936481383374	TRUE
chr10	87095205	87191465	NM_001377162	SHLD2	genebody_55791					3.77936481383374	TRUE
chr2	101698264	101894690	NM_001384579	MAP4K4	genebody_55805					4.55322988728613	TRUE
chr2	101698264	101894690	NM_001384579	MAP4K4	genebody_55805					4.55322988728613	TRUE
chr2	101698264	101894690	NM_001384579	MAP4K4	genebody_55805					4.55322988728613	TRUE
chr1	59296812	59762727	NM_001350796	FGGY	genebody_55809					3.6558455410203	TRUE
chr9	14081847	14314141	NM_001369475	NFIB	genebody_55821					4.52552305480875	TRUE
chr12	95217745	95302790	NM_001352114	VEZT	genebody_55822					3.71570964243326	TRUE
chr6	143060462	143341058	NM_001366351	AIG1	genebody_55829					4.03894036705846	TRUE
chr10	31321200	31529804	NM_001323678	ZEB1	genebody_55859					3.68102002739314	TRUE
chr10	31321659	31529804	NM_001323677	ZEB1	genebody_55860					3.68102002739314	TRUE
chr10	31321659	31529804	NM_001323676	ZEB1	genebody_55861					3.68102002739314	TRUE
chr10	114431111	114526913	NM_001322890	ABLIM1	genebody_559					3.49962555298906	TRUE
chrX	46837042	46882356	NM_006915	RP2	genebody_55937					4.32152345371966	TRUE
chr20	37517416	37527732	NM_001167821	BLCAP	genebody_55950	2.04247373844772	32	0	TRUE		
chr8	129839592	129939811	NM_001353296	CYRIB	genebody_55973					3.45548488861159	TRUE
chr13	97222332	97394120	NM_001382695	MBNL2	genebody_5600					3.95429721497823	TRUE
chr12	6570081	6606451	NM_001297553	CHD4	genebody_56019					4.38680161830407	TRUE
chr19	49929142	49933936	NM_001193646	ATF5	genebody_56022	2.14462584297135	15	0	TRUE		
chr12	121132875	121188032	NR_033953	P2RX7	genebody_5603					3.63541205538346	TRUE
chr22	43999210	44169232	NM_001003828	PARVB	genebody_56035					5.3886117166738	TRUE
chr12	121132875	121188032	NR_033949	P2RX7	genebody_5609					3.63541205538346	TRUE
chr12	121132875	121188032	NR_033952	P2RX7	genebody_5610					3.63541205538346	TRUE
chr8	144463824	144465492	NM_032687	CYHR1	genebody_56101	1.70562342897658	4	0.00808413898726908	TRUE		
chr12	121132875	121188032	NR_033951	P2RX7	genebody_5611					3.63541205538346	TRUE
chr17_GL000258v2_alt	593536	758707	NM_015443	KANSL1	genebody_56119					3.58652322982244	TRUE
chr19	1407585	1435683	NM_001352035	DAZAP1	genebody_5612	2.25945448516216	75	0	TRUE		
chr14	70907458	71115382	NM_014982	PCNX1	genebody_56124					4.72629677068704	TRUE
chr14	70907458	71115382	NM_014982	PCNX1	genebody_56124					4.72629677068704	TRUE
chr14	70907458	71115382	NM_014982	PCNX1	genebody_56124					4.72629677068704	TRUE
chr21	29145576	29175887	NM_001286624	MAP3K7CL	genebody_56133					4.64202633826279	TRUE
chr3	32481311	32502852	NM_017801	CMTM6	genebody_56160	2.0261409838159	46	0	TRUE	4.4715499979038	TRUE
chr2	96859717	96870080	NM_017789	SEMA4C	genebody_56163	1.89930534787515	23	0	TRUE		
chr7	1815794	2232945	NM_001013836	MAD1L1	genebody_56179					5.57311143198095	TRUE
chr1	16367241	16398145	NR_073503	SZRD1	genebody_56188	2.13074284356637	84	0	TRUE		
chr10	119104112	119137984	NM_001303111	DENND10	genebody_56196	1.99911930689289	71	0	TRUE		
chr3	33388335	33440405	NM_001128161	UBP1	genebody_5620					5.4757178652221	TRUE
chr10	110007983	110135565	NM_001121	ADD3	genebody_56201					4.23848986678106	TRUE
chr10	110007983	110135565	NM_001121	ADD3	genebody_56201					4.23848986678106	TRUE
chr10	110007983	110135565	NM_001121	ADD3	genebody_56201					4.23848986678106	TRUE
chr1	230067237	230282122	NM_004481	GALNT2	genebody_56208					3.67673913246109	TRUE
chr9	34179042	34252523	NM_016525	UBAP1	genebody_56237	1.91940843679035	163	0	TRUE		
chr2	237692204	237765915	NM_001137553	LRRFIP1	genebody_56274	2.03408996913266	177	0	TRUE		
chr6	34287195	34426125	NM_001202470	RPS10-NUDT3	genebody_56297					4.18817610279392	TRUE
chr6	34287195	34426125	NM_001202470	RPS10-NUDT3	genebody_56297					4.18817610279392	TRUE
chr6	34287195	34426125	NM_001202470	RPS10-NUDT3	genebody_56297					4.18817610279392	TRUE
chr6	34287195	34426125	NM_001202470	RPS10-NUDT3	genebody_56297					4.18817610279392	TRUE
chr5	115841934	115914081	NM_001318093	AP3S1	genebody_56298					3.26255854184923	TRUE
chr2	99400476	99490017	NM_016316	REV1	genebody_563					4.74978642430514	TRUE
chr9	5629118	5776556	NM_001206557	RIC1	genebody_56348					4.26052202807062	TRUE
chr8	109574175	109648903	NM_001099748	SYBU	genebody_56349					3.64493995512394	TRUE
chrX	44873187	45112779	NM_001291415	KDM6A	genebody_56350					4.86875412148305	TRUE
chr19	3052909	3062495	NM_198970	TLE5	genebody_56361	2.27456686737786	28	0	TRUE		
chr19	3052909	3062966	NM_198969	TLE5	genebody_56362	2.27456686737786	28	0.00405692326167888	TRUE		
chr8	129839592	130016560	NM_001353248	CYRIB	genebody_56367					3.45548488861159	TRUE
chr14	35122551	35277622	NM_001256678	PRORP	genebody_56376					3.18726556519237	TRUE
chr18	55222184	55589811	NM_001243228	TCF4	genebody_56385					3.10911654966082	TRUE
chr18	55222184	55589811	NM_001243227	TCF4	genebody_56386					3.10911654966082	TRUE
chr16	69565965	69704654	NM_138714	NFAT5	genebody_56444					4.63962119541377	TRUE
chr16	69565965	69704654	NM_138713	NFAT5	genebody_56445					4.63962119541377	TRUE
chr8	140657899	141001282	NM_001352717	PTK2	genebody_56449					5.26928588686084	TRUE
chr8	140657899	141001282	NM_001352716	PTK2	genebody_56450					5.26928588686084	TRUE
chr2	25377242	25673647	NM_001256303	DTNB	genebody_56459					4.21654933173431	TRUE
chr15	56918643	57289853	NM_001322158	TCF12	genebody_56481					4.12753694400636	TRUE
chr7	150247211	150323669	NM_001164458	ACTR3C	genebody_56484					4.22951831953811	TRUE
chr8	67197659	67343781	NM_006421	ARFGEF1	genebody_56489					3.45633304289412	TRUE
chr7	14145048	14903656	NM_001350712	DGKB	genebody_56521					4.23665253648603	TRUE
chr10	31319215	31529804	NM_001323649	ZEB1	genebody_56534					3.68102002739314	TRUE
chr5	69560190	69595221	NM_001376000	GTF2H2C	genebody_56536					4.03158215094309	TRUE
chr18	68798079	69055189	NM_024781	CCDC102B	genebody_56552					2.93997506447231	TRUE
chr8	130052104	130443660	NM_001362924	ASAP1	genebody_56558					4.77288172188705	TRUE
chr8	130052104	130443660	NM_001362924	ASAP1	genebody_56558					4.77288172188705	TRUE
chr8	130052104	130443660	NM_001362924	ASAP1	genebody_56558					4.77288172188705	TRUE
chr1	26696014	26782104	NM_139135	ARID1A	genebody_56565					4.60441952865106	TRUE
chr1	26696014	26782104	NM_139135	ARID1A	genebody_56565					4.60441952865106	TRUE
chr1	26696014	26782104	NM_139135	ARID1A	genebody_56565					4.60441952865106	TRUE
chr12	27524205	27695564	NM_001198915	PPFIBP1	genebody_56568					4.15563647243664	TRUE
chr12	27524205	27695564	NM_001198915	PPFIBP1	genebody_56568					4.15563647243664	TRUE
chr9	125747372	125967376	NM_006195	PBX3	genebody_56590					3.93524137203402	TRUE
chr7	816642	874934	NM_001367703	SUN1	genebody_56618	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr8	140657899	141001282	NM_001352704	PTK2	genebody_56630					5.26928588686084	TRUE
chr2	70224423	70248628	NM_001351522	TIA1	genebody_56634					5.09861223882565	TRUE
chr6	43891027	43938207	NR_024478	LINC01512	genebody_56648					4.36602305811673	TRUE
chr7	14145048	14902751	NM_001350706	DGKB	genebody_56659					4.23665253648603	TRUE
chr7	14145048	14903656	NM_001350705	DGKB	genebody_56661					4.23665253648603	TRUE
chr4	94451856	94588219	NM_001011516	PDLIM5	genebody_56688					4.01529142511278	TRUE
chr4	94451856	94588219	NM_001011516	PDLIM5	genebody_56688					4.01529142511278	TRUE
chr4	94451856	94588219	NM_001011516	PDLIM5	genebody_56688					4.01529142511278	TRUE
chr6	150721098	150843665	NM_001329803	PLEKHG1	genebody_56706					4.18162000681465	TRUE
chr2	200853008	200864658	NR_027856	CLK1	genebody_56724	2.20594222884324	33	0	TRUE	4.12125929877633	TRUE
chr15	92883295	92898747	NR_037602	CHASERR	genebody_56736					4.51685593059707	TRUE
chr15	92883295	92898747	NR_037602	CHASERR	genebody_56736					4.51685593059707	TRUE
chr15	92883295	92898747	NR_037602	CHASERR	genebody_56736					4.51685593059707	TRUE
chr15	92882842	92898747	NR_037601	CHASERR	genebody_56737					4.51685593059707	TRUE
chr15	92882842	92898747	NR_037601	CHASERR	genebody_56737					4.51685593059707	TRUE
chr15	92882842	92898747	NR_037601	CHASERR	genebody_56737					4.51685593059707	TRUE
chr15	92882842	92898747	NR_037600	CHASERR	genebody_56740					4.51685593059707	TRUE
chr15	92882842	92898747	NR_037600	CHASERR	genebody_56740					4.51685593059707	TRUE
chr15	92882842	92898747	NR_037600	CHASERR	genebody_56740					4.51685593059707	TRUE
chr15	85759325	85794925	NM_022480	KLHL25	genebody_568	1.91981450145673	75	0	TRUE		
chr11	68460751	68615333	NM_001352350	PPP6R3	genebody_56807					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001352350	PPP6R3	genebody_56807					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001352350	PPP6R3	genebody_56807					4.4709549600065	TRUE
chr10	114431109	114632397	NM_001352441	ABLIM1	genebody_56808					3.49962555298906	TRUE
chr9	109015134	109119947	NM_032012	TMEM245	genebody_56854					3.53408630864244	TRUE
chr1	174999434	175012027	NM_001007214	CACYBP	genebody_56865	2.05395778896002	36	0	TRUE		
chr22	29883168	30030868	NM_153050	MTMR3	genebody_56868					4.82464323408658	TRUE
chr10	80468240	80522630	NM_001351271	TSPAN14	genebody_56876					5.46380038020019	TRUE
chr7	71132143	71713599	NM_022479	GALNT17	genebody_569					4.36490468136883	TRUE
chr19	15247046	15332539	NM_001379292	BRD4	genebody_56913	2.13122835128943	240	0	TRUE	5.38065373913097	TRUE
chr19	15247046	15332539	NM_001379292	BRD4	genebody_56913	2.13122835128943	240	0	TRUE	5.38065373913097	TRUE
chr19	15235518	15332539	NM_001379291	BRD4	genebody_56915	2.04957729757009	247	0	TRUE	5.38065373913097	TRUE
chr19	15235518	15332539	NM_001379291	BRD4	genebody_56915	2.04957729757009	247	0	TRUE	5.38065373913097	TRUE
chr1	20806291	21176897	NM_001198802	EIF4G3	genebody_56934					4.30822640992616	TRUE
chr1	20806291	21176897	NM_001198801	EIF4G3	genebody_56935					4.30822640992616	TRUE
chr11	68460751	68615333	NM_001352380	PPP6R3	genebody_56937					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001352380	PPP6R3	genebody_56937					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001352380	PPP6R3	genebody_56937					4.4709549600065	TRUE
chr7	36852905	37449326	NM_001206480	ELMO1	genebody_56998					3.70495425701721	TRUE
chr1	22451850	22531157	NM_001083621	ZBTB40	genebody_57018					4.57847286634705	TRUE
chr19	4838340	4867667	NM_001164194	PLIN3	genebody_57035	1.9911971502154	63	0	TRUE		
chr2	197418796	197435093	NM_001005526	SF3B1	genebody_57038	2.1964416957022	50	0	TRUE	4.97992857774201	TRUE
chr2	37641943	37672219	NM_001270438	CDC42EP3	genebody_5705					4.60070086496917	TRUE
chr2	37641943	37672219	NM_001270437	CDC42EP3	genebody_5706					4.60070086496917	TRUE
chr2	37641943	37672455	NM_001270436	CDC42EP3	genebody_5707					4.60070086496917	TRUE
chr6	70667882	70861993	NM_001044305	SMAP1	genebody_57071					4.07523490329301	TRUE
chr7	1086806	1093815	NM_001039966	GPER1	genebody_57078	1.94593360034937	16	0	TRUE		
chr17	64542281	64662307	NM_022739	SMURF2	genebody_57087					3.53378526810686	TRUE
chr1	40373726	40423322	NM_022733	SMAP2	genebody_57092					4.32805284310724	TRUE
chr1	205712821	205750182	NM_022731	NUCKS1	genebody_57093					2.97004429144978	TRUE
chr17	76726829	76733881	NM_001302704	METTL23	genebody_57124	1.98427063215403	17	0	TRUE		
